ind_ID,sppcode,mue_frac,alb_frac,ste_frac,mac1_frac,mac2_frac,bic_frac,lat,long
QUE002068_mac,1,1e-05,1e-05,1e-05,0.000711545454545455,0.999248363636364,1.00909090909091e-05,38.842944,-97.588909
QUE002069_mac,1,1.07272727272727e-05,1e-05,1.02727272727273e-05,1e-05,0.999949,1e-05,38.842944,-97.588909
QUE002072_mac,1,1e-05,1.01818181818182e-05,1.03636363636364e-05,1e-05,0.999949454545455,1e-05,39.839311,-88.367745
QUE002073_mac,1,1e-05,1e-05,1.04545454545455e-05,1e-05,0.999949545454545,1e-05,39.839311,-88.367745
QUE002076_mac,1,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,39.839311,-88.367745
QUE002083_mac,1,1e-05,1e-05,1.00909090909091e-05,1e-05,0.999949636363636,1.02727272727273e-05,37.51651,-89.44542
QUE002084_mac,1,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,37.51726,-89.44584
QUE002087_mac,1,1.00909090909091e-05,1e-05,1e-05,1.03636363636364e-05,0.999949545454545,1e-05,38.73603,-86.41255
QUE002096_mac,1,1e-05,1e-05,1.03636363636364e-05,1e-05,0.999949636363636,1e-05,38.73833,-86.41346
QUE002099_mue,3,0.433694090909091,0.566264545454546,1.00909090909091e-05,1.06363636363636e-05,1.01818181818182e-05,1.01818181818182e-05,40.45791,-85.50685
QUE002106_mac,1,1e-05,0.430822363636364,1e-05,0.524443727272727,0.0447034545454546,1.06363636363636e-05,40.45911,-85.50878
QUE002109_alb,2,1.02727272727273e-05,0.999949363636364,1.03636363636364e-05,1e-05,1e-05,1e-05,40.45916,-85.50973
QUE002110_mac,1,1.06363636363636e-05,1e-05,1e-05,0.857957545454545,0.142001090909091,1.06363636363636e-05,41.53273,-87.2948
QUE002114_mac,1,1e-05,1e-05,1.01818181818182e-05,0.873151454545455,0.126807636363636,1.07272727272727e-05,41.53403,-87.29146
QUE002119_mac,1,1e-05,1e-05,1e-05,0.774072909090909,0.225887090909091,1e-05,41.53239,-87.29708
QUE002124_alb,2,1e-05,0.999948727272727,1e-05,1e-05,1.12727272727273e-05,1e-05,41.65955,-87.06218
QUE002128_alb,2,1.06363636363636e-05,0.999949363636364,1e-05,1e-05,1e-05,1e-05,41.65947,-87.04994
QUE002132_mac,1,1.00909090909091e-05,1e-05,1e-05,0.480080363636364,0.00704781818181818,0.512841818181818,42.1665869,-73.412025
QUE002134_mac,1,1e-05,1e-05,1e-05,0.947590181818182,1.05454545454545e-05,0.0523692727272727,42.9102876,-73.219556
QUE002135_mac,1,0.0227947272727273,1e-05,1e-05,0.951732818181818,1e-05,0.0254426363636364,42.910269,-73.219522
QUE002136_mac,1,1e-05,1e-05,1e-05,0.960922727272727,0.0291358181818182,0.00991136363636364,42.909897,-73.218712
