Sample	Top over-represented sequence	Sum of remaining over-represented sequences
home | gabe | qmac | analyses | qc | OAK-MOR-001443_S11_L001_R2_001	0.20758171454192945	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001444_S12_L001_R1_001	0.6133677388738118	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001444_S12_L001_R2_001	0.47633877593391766	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001445_S13_L001_R1_001	0.8810005230574661	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001445_S13_L001_R2_001	0.7385259147650535	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001446_S14_L001_R1_001	1.8878571795003334	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001446_S14_L001_R2_001	0.4298979120709998	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001447_S15_L001_R1_001	0.2831203428654231	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001447_S15_L001_R2_001	0.20676702205329128	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001448_S16_L001_R1_001	1.292898993960147	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001448_S16_L001_R2_001	0.7033695784751742	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001449_S73_L001_R1_001	0.7783968014681786	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001449_S73_L001_R2_001	0.7060365733761552	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001450_S74_L001_R1_001	0.3649746554809008	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001450_S74_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001451_S17_L001_R1_001	0.3902875478217944	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001451_S17_L001_R2_001	0.34040890205273766	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001452_S75_L001_R1_001	0.20501891941314654	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001452_S75_L001_R2_001	0.16616027345233575	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001453_S18_L001_R1_001	0.5214183257464091	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001453_S18_L001_R2_001	0.4823756079205792	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001454_S19_L001_R1_001	0.45315239037885924	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001454_S19_L001_R2_001	0.12402065420895096	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001455_S76_L001_R1_001	0.8675642667778738	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001455_S76_L001_R2_001	0.6512317178517173	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001456_S77_L001_R1_001	0.9267089091477754	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001456_S77_L001_R2_001	0.5374911673057097	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001457_S78_L001_R1_001	0.35799522673031026	99.64200477326868
home | gabe | qmac | analyses | qc | OAK-MOR-001457_S78_L001_R2_001	0.35799522673031026	99.64200477326865
home | gabe | qmac | analyses | qc | OAK-MOR-001458_S20_L001_R1_001	0.5495145425476722	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001458_S20_L001_R2_001	0.1725835653858778	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001459_S21_L001_R1_001	0.4414570221263394	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001459_S21_L001_R2_001	0.3819066806924956	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001460_S22_L001_R1_001	0.5794927938331408	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001460_S22_L001_R2_001	0.4622144903192909	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001461_S23_L001_R1_001	0.21911459877904305	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001461_S23_L001_R2_001	0.20098309621527935	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001462_S24_L001_R1_001	0.8368331323547756	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001462_S24_L001_R2_001	0.22454156097966652	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001463_S25_L001_R1_001	0.685692453864058	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001463_S25_L001_R2_001	0.5660481693921768	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001464_S26_L001_R1_001	0.8120444021004586	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001464_S26_L001_R2_001	0.5144055716807362	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001465_S79_L001_R1_001	0.8615272002292269	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001465_S79_L001_R2_001	0.7526925734814319	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001466_S27_L001_R1_001	1.1399660867000885	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001466_S27_L001_R2_001	0.3372898849896786	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001467_S28_L001_R1_001	0.7807830480109221	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001467_S28_L001_R2_001	0.687038749740473	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001468_S80_L001_R1_001	0.6066817597748272	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001468_S80_L001_R2_001	0.46411307593465095	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001469_S29_L001_R1_001	0.41012320784702405	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001469_S29_L001_R2_001	0.35519599251036904	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001470_S30_L001_R1_001	0.43396083163838195	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001470_S30_L001_R2_001	0.1146839398528689	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001471_S31_L001_R1_001	0.3173912890996258	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001471_S31_L001_R2_001	0.2419889386505434	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001472_S32_L001_R1_001	0.5180997737382945	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001472_S32_L001_R2_001	0.288117423546565	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001473_S33_L001_R1_001	0.19631266341985013	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001473_S33_L001_R2_001	0.19255348475861897	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001474_S34_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001474_S34_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001475_S35_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001475_S35_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001476_S36_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001476_S36_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001477_S37_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001477_S37_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001478_S38_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001478_S38_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001479_S39_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001479_S39_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001480_S40_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001480_S40_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001481_S41_L001_R1_001	0.15171285989594765	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001481_S41_L001_R2_001	0.1553308136295553	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001482_S42_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001482_S42_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001483_S43_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001483_S43_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001484_S44_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001484_S44_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001485_S45_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001485_S45_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001486_S46_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001486_S46_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001487_S47_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001487_S47_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001488_S48_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001488_S48_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001489_S49_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001489_S49_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001490_S50_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001490_S50_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001491_S51_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001491_S51_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001492_S52_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001492_S52_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001493_S53_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001493_S53_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001494_S54_L001_R1_001	0.14095940310579574	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001494_S54_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001495_S55_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001495_S55_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001496_S56_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001496_S56_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001497_S57_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001497_S57_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001498_S58_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001498_S58_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001499_S59_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001499_S59_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001500_S60_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001500_S60_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001501_S61_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001501_S61_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001502_S62_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001502_S62_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001503_S63_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001503_S63_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001504_S64_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001504_S64_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001505_S65_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001505_S65_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001506_S66_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001506_S66_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001507_S67_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001507_S67_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001508_S68_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001508_S68_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001509_S69_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001509_S69_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001510_S70_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001510_S70_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001511_S71_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001511_S71_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001512_S72_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001512_S72_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001513_S73_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001513_S73_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001514_S74_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001514_S74_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001515_S75_L001_R1_001	0.9001110526623415	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001515_S75_L001_R2_001	0.7715237594248642	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001516_S76_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001516_S76_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001517_S77_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001517_S77_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001518_S78_L001_R1_001	9.268742318721836	1.0190495698484234
home | gabe | qmac | analyses | qc | OAK-MOR-001518_S78_L001_R2_001	2.1814829987709956	1.2699713232281855
home | gabe | qmac | analyses | qc | OAK-MOR-001519_S79_L001_R1_001	0.10369858278603526	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001519_S79_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001520_S80_L001_R1_001	0.2831082167756297	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001520_S80_L001_R2_001	0.14908494012350565	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001521_S1_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001521_S1_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001522_S2_L001_R1_001	0.24889143184093834	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001522_S2_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001523_S3_L001_R1_001	0.2683502519029784	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001523_S3_L001_R2_001	0.23141602368407385	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001524_S4_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001524_S4_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001525_S5_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001525_S5_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001526_S6_L001_R1_001	0.7704641305555702	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001526_S6_L001_R2_001	0.1412870349301767	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001527_S7_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001527_S7_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001528_S8_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001528_S8_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001529_S9_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001529_S9_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001530_S10_L001_R1_001	0.10782104001422321	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001530_S10_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001531_S11_L001_R1_001	0.32662633170515404	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001531_S11_L001_R2_001	0.2793123704294599	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001532_S12_L001_R1_001	0.28165939999272466	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001532_S12_L001_R2_001	0.21254371696867969	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001533_S13_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001533_S13_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001534_S14_L001_R1_001	0.27462209312342145	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001534_S14_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001535_S15_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001535_S15_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001536_S16_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001536_S16_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001537_S17_L001_R1_001	0.12517450080009587	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001537_S17_L001_R2_001	0.10564372762561283	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001538_S18_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001538_S18_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001539_S19_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001539_S19_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001540_S20_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001540_S20_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001541_S21_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001541_S21_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001542_S22_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001542_S22_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001543_S23_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001543_S23_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001544_S24_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001544_S24_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001545_S25_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001545_S25_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001546_S26_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001546_S26_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001547_S27_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001547_S27_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001548_S28_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001548_S28_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001549_S29_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001549_S29_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001550_S30_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001550_S30_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001551_S31_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001551_S31_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001552_S18_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001552_S18_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001553_S20_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001553_S20_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001554_S1_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001554_S1_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001555_S49_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001555_S49_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001556_S50_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001556_S50_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001557_S2_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001557_S2_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001558_S19_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001558_S19_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001564_S51_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001564_S51_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001565_S3_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001565_S3_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001566_S21_L001_R1_001	0.5059021922428331	99.49409780775844
home | gabe | qmac | analyses | qc | OAK-MOR-001566_S21_L001_R2_001	0.5059021922428331	99.49409780775844
home | gabe | qmac | analyses | qc | OAK-MOR-001567_S22_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001567_S22_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001568_S52_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001568_S52_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001569_S23_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001569_S23_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001570_S24_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001570_S24_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001571_S53_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001571_S53_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001574_S25_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001574_S25_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001576_S26_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001576_S26_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001578_S54_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001578_S54_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001580_S55_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001580_S55_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001581_S56_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001581_S56_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001582_S57_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001582_S57_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001583_S27_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001583_S27_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001584_S58_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001584_S58_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001585_S28_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001585_S28_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001586_S59_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001586_S59_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001587_S60_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001587_S60_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001588_S61_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001588_S61_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001589_S62_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001589_S62_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001591_S63_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001591_S63_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001592_S64_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001592_S64_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001596_S29_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001596_S29_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001597_S30_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001597_S30_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001598_S31_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001598_S31_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001599_S32_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001599_S32_L001_R2_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001604_S33_L001_R1_001	0.0	0.0
home | gabe | qmac | analyses | qc | OAK-MOR-001604_S33_L001_R2_001	0.0	0.0
