mukey,ind_ID,lat,long,ffd,areasymbol,musym,muname,caco3_r,cec7_r,ec_r,ecec_r,gypsum_r,ph1to1h2o_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,lep_r,om_r,ksat_r,awc_r,pondfreqcl_dc,flodfreqcl_dc,drclassdcd,aws0100wta,surf_texture,min_surf_texture,total_aws,avg_soildepth
634362,QUE001538,42.183259,-87.914855,147,IL097,153A,Pella silty clay loam; 0 to 2 percent slopes,7.72,22.86,0,NA,0,7.35,28.21,15.84,55.95,1.42,3.62,2.06,9.61,0.17,Frequent,None,Poorly drained,17.38,sicl,sicl,33.01,152
634362,QUE002533,42.18369,-87.91427,147,IL097,153A,Pella silty clay loam; 0 to 2 percent slopes,7.72,22.86,0,NA,0,7.35,28.21,15.84,55.95,1.42,3.62,2.06,9.61,0.17,Frequent,None,Poorly drained,17.38,sicl,sicl,33.01,152
634362,QUE001545,42.184204,-87.913637,147,IL097,153A,Pella silty clay loam; 0 to 2 percent slopes,7.72,22.86,0,NA,0,7.35,28.21,15.84,55.95,1.42,3.62,2.06,9.61,0.17,Frequent,None,Poorly drained,17.38,sicl,sicl,33.01,152
634362,QUE001557,42.181465,-87.912833,147,IL097,153A,Pella silty clay loam; 0 to 2 percent slopes,7.72,22.86,0,NA,0,7.35,28.21,15.84,55.95,1.42,3.62,2.06,9.61,0.17,Frequent,None,Poorly drained,17.38,sicl,sicl,33.01,152
634362,QUE001543,42.184283,-87.914622,147,IL097,153A,Pella silty clay loam; 0 to 2 percent slopes,7.72,22.86,0,NA,0,7.35,28.21,15.84,55.95,1.42,3.62,2.06,9.61,0.17,Frequent,None,Poorly drained,17.38,sicl,sicl,33.01,152
634362,QUE002531,42.18361,-87.91519,147,IL097,153A,Pella silty clay loam; 0 to 2 percent slopes,7.72,22.86,0,NA,0,7.35,28.21,15.84,55.95,1.42,3.62,2.06,9.61,0.17,Frequent,None,Poorly drained,17.38,sicl,sicl,33.01,152
680863,QUE001352,40.9898984,-90.384677,151,IL095,86C2,Osco silt loam; 5 to 10 percent slopes; eroded,0,22.96,1,NA,0,5.98,29.16,3,67.84,1.39,4.33,0.96,9.17,0.2,None,None,Well drained,19.81,sil,sil,38.86,200
680863,QUE001333,40.989946,-90.383786,151,IL095,86C2,Osco silt loam; 5 to 10 percent slopes; eroded,0,22.96,1,NA,0,5.98,29.16,3,67.84,1.39,4.33,0.96,9.17,0.2,None,None,Well drained,19.81,sil,sil,38.86,200
680876,QUE001335,40.990945,-90.402384,151,IL095,257A,Clarksdale silt loam; 0 to 2 percent slopes,0,22.49,1,NA,0,6.19,29.76,4,66.24,1.43,4.39,0.75,5.42,0.19,None,None,Somewhat poorly drained,18.66,sil,sil,37.91,200
680876,QUE001334,40.990945,-90.402384,151,IL095,257A,Clarksdale silt loam; 0 to 2 percent slopes,0,22.49,1,NA,0,6.19,29.76,4,66.24,1.43,4.39,0.75,5.42,0.19,None,None,Somewhat poorly drained,18.66,sil,sil,37.91,200
680876,QUE001336,40.990945,-90.402384,151,IL095,257A,Clarksdale silt loam; 0 to 2 percent slopes,0,22.49,1,NA,0,6.19,29.76,4,66.24,1.43,4.39,0.75,5.42,0.19,None,None,Somewhat poorly drained,18.66,sil,sil,37.91,200
680952,QUE001340,40.9904574,-90.405752,151,IL095,279B,Rozetta silt loam; 2 to 5 percent slopes,0,21.26,1,NA,0,5.84,27.64,4,68.36,1.44,3.6,0.6,9.17,0.2,None,None,Well drained,19.96,sil,sil,30.84,152
680952,QUE001337,40.9904574,-90.405752,151,IL095,279B,Rozetta silt loam; 2 to 5 percent slopes,0,21.26,1,NA,0,5.84,27.64,4,68.36,1.44,3.6,0.6,9.17,0.2,None,None,Well drained,19.96,sil,sil,30.84,152
680952,QUE001338,40.9904574,-90.405752,151,IL095,279B,Rozetta silt loam; 2 to 5 percent slopes,0,21.26,1,NA,0,5.84,27.64,4,68.36,1.44,3.6,0.6,9.17,0.2,None,None,Well drained,19.96,sil,sil,30.84,152
680952,QUE001339,40.9904574,-90.405752,151,IL095,279B,Rozetta silt loam; 2 to 5 percent slopes,0,21.26,1,NA,0,5.84,27.64,4,68.36,1.44,3.6,0.6,9.17,0.2,None,None,Well drained,19.96,sil,sil,30.84,152
680952,QUE001343,40.989198,-90.398409,151,IL095,279B,Rozetta silt loam; 2 to 5 percent slopes,0,21.26,1,NA,0,5.84,27.64,4,68.36,1.44,3.6,0.6,9.17,0.2,None,None,Well drained,19.96,sil,sil,30.84,152
680953,QUE001344,40.9887178,-90.398239,151,IL095,279C2,Rozetta silt loam; 5 to 10 percent slopes; eroded,0,22.39,1,NA,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,sil,sil,30.16,152
680953,QUE001341,40.9905535,-90.399817,151,IL095,279C2,Rozetta silt loam; 5 to 10 percent slopes; eroded,0,22.39,1,NA,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,sil,sil,30.16,152
680953,QUE001342,40.9905535,-90.399817,151,IL095,279C2,Rozetta silt loam; 5 to 10 percent slopes; eroded,0,22.39,1,NA,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,sil,sil,30.16,152
680953,QUE001348,40.9878018,-90.393579,151,IL095,279C2,Rozetta silt loam; 5 to 10 percent slopes; eroded,0,22.39,1,NA,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,sil,sil,30.16,152
680953,QUE001345,40.9887178,-90.398239,151,IL095,279C2,Rozetta silt loam; 5 to 10 percent slopes; eroded,0,22.39,1,NA,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,sil,sil,30.16,152
680953,QUE001346,40.9887178,-90.398239,151,IL095,279C2,Rozetta silt loam; 5 to 10 percent slopes; eroded,0,22.39,1,NA,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,sil,sil,30.16,152
680953,QUE001347,40.9874915367221,-90.393722,151,IL095,279C2,Rozetta silt loam; 5 to 10 percent slopes; eroded,0,22.39,1,NA,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,sil,sil,30.16,152
680953,QUE001349,40.9878018,-90.393579,151,IL095,279C2,Rozetta silt loam; 5 to 10 percent slopes; eroded,0,22.39,1,NA,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,sil,sil,30.16,152
680953,QUE001350,40.987996,-90.393384,151,IL095,279C2,Rozetta silt loam; 5 to 10 percent slopes; eroded,0,22.39,1,NA,0,5.59,29.44,4,66.56,1.44,3.93,0.41,9.17,0.2,None,None,Well drained,19.5,sil,sil,30.16,152
680984,QUE001351,40.98879,-90.391843,151,IL095,675B,Greenbush silt loam; 2 to 5 percent slopes,0,22.37,1,NA,0,5.79,28,4,68,1.41,3.88,1.06,9.17,0.19,None,None,Well drained,19.37,sil,sil,38.18,200
753482,QUE002417,43.03966,-89.44229,117,WI025,DnC2,Dodge silt loam; 6 to 12 percent slopes; eroded,4,18.23,0.1,NA,0,6.33,23.84,17.01,59.16,1.47,2.96,0.51,7.15,0.18,None,None,Well drained,18.72,sil,sil,30.75,200
753482,QUE002410,43.03918,-89.43919,117,WI025,DnC2,Dodge silt loam; 6 to 12 percent slopes; eroded,4,18.23,0.1,NA,0,6.33,23.84,17.01,59.16,1.47,2.96,0.51,7.15,0.18,None,None,Well drained,18.72,sil,sil,30.75,200
753482,QUE002416,43.03971,-89.44242,117,WI025,DnC2,Dodge silt loam; 6 to 12 percent slopes; eroded,4,18.23,0.1,NA,0,6.33,23.84,17.01,59.16,1.47,2.96,0.51,7.15,0.18,None,None,Well drained,18.72,sil,sil,30.75,200
753482,QUE002411,43.03939,-89.43954,117,WI025,DnC2,Dodge silt loam; 6 to 12 percent slopes; eroded,4,18.23,0.1,NA,0,6.33,23.84,17.01,59.16,1.47,2.96,0.51,7.15,0.18,None,None,Well drained,18.72,sil,sil,30.75,200
753489,QUE002422,43.03713,-89.44103,117,WI025,DsB,Dresden silt loam; 2 to 6 percent slopes,1.6,12.29,0.1,NA,0,6.8,23.62,39.52,36.86,1.49,2.12,0.88,75.45,0.15,None,None,Well drained,14.88,sil,sil,21.46,NA
753505,QUE001758,43.10661,-89.80435,130,WI025,EmE2,Elkmound sandy loam; 20 to 30 percent slopes; eroded,0,7.48,NA,NA,0,5.5,11.86,66.99,21.15,1.54,1.5,0.77,19.91,0.14,None,None,Well drained,6.09,sl,sl,6.09,NA
753505,QUE001764,43.10661,-89.80337,130,WI025,EmE2,Elkmound sandy loam; 20 to 30 percent slopes; eroded,0,7.48,NA,NA,0,5.5,11.86,66.99,21.15,1.54,1.5,0.77,19.91,0.14,None,None,Well drained,6.09,sl,sl,6.09,NA
753580,QUE002404,43.03952,-89.43194,117,WI025,ShA,Salter sandy loam; wet variant; 0 to 3 percent slopes,0,9.13,0.1,2.19,0,5.51,10.41,61.21,28.38,1.57,1.5,0.56,19.96,0.14,None,None,Somewhat poorly drained,13.51,sl,sl,29.26,152
753584,QUE001778,43.10583,-89.8049,130,WI025,SvE2,Seaton silt loam; driftless valley; 20 to 30 percent slopes; moderately eroded,0,13.58,0,NA,0,5.92,16.96,15.36,67.68,1.43,1.76,0.4,9.15,0.21,None,None,Well drained,21.14,sil,sil,41.8,200
763030,QUE002560,42.257804,-87.881609,147,IL097,228A,Nappanee silt loam; 0 to 2 percent slopes,6.8,23.94,0,NA,0,7.59,41.02,11.34,47.64,1.56,3.9,0.65,2.35,0.11,None,None,Somewhat poorly drained,11.33,sil,sil,14.86,190
763030,QUE002564,42.257804,-87.881609,147,IL097,228A,Nappanee silt loam; 0 to 2 percent slopes,6.8,23.94,0,NA,0,7.59,41.02,11.34,47.64,1.56,3.9,0.65,2.35,0.11,None,None,Somewhat poorly drained,11.33,sil,sil,14.86,190
766065,QUE002253,38.9803,-94.80532,182,KS091,7462,Oska-Martin silty clay loams; 4 to 8 percent slopes,0,31.87,0.14,NA,0,6.51,42.95,4.78,52.27,1.37,7.74,1.48,1.23,0.14,None,None,Well drained,12.37,sicl,sicl,17.13,129
766065,QUE002252,38.98014,-94.80504,182,KS091,7462,Oska-Martin silty clay loams; 4 to 8 percent slopes,0,31.87,0.14,NA,0,6.51,42.95,4.78,52.27,1.37,7.74,1.48,1.23,0.14,None,None,Well drained,12.37,sicl,sicl,17.13,129
766075,QUE002240,38.97934,-94.80537,182,KS091,7658,Vinland-Rock outcrop complex; 15 to 45 percent slopes,0,23.29,0.1,NA,0,6.7,28.88,15.42,55.7,1.38,4.09,1.76,3.66,0.21,None,None,Somewhat excessively drained,8.83,sil,sil,8.83,NA
766075,QUE002239,38.97934,-94.80537,182,KS091,7658,Vinland-Rock outcrop complex; 15 to 45 percent slopes,0,23.29,0.1,NA,0,6.7,28.88,15.42,55.7,1.38,4.09,1.76,3.66,0.21,None,None,Somewhat excessively drained,8.83,sil,sil,8.83,NA
766075,QUE002251,38.98007,-94.8052,182,KS091,7658,Vinland-Rock outcrop complex; 15 to 45 percent slopes,0,23.29,0.1,NA,0,6.7,28.88,15.42,55.7,1.38,4.09,1.76,3.66,0.21,None,None,Somewhat excessively drained,8.83,sil,sil,8.83,NA
766075,QUE002247,38.97887,-94.80495,177,KS091,7658,Vinland-Rock outcrop complex; 15 to 45 percent slopes,0,23.29,0.1,NA,0,6.7,28.88,15.42,55.7,1.38,4.09,1.76,3.66,0.21,None,None,Somewhat excessively drained,8.83,sil,sil,8.83,NA
766075,QUE002232,38.97918,-94.80692,182,KS091,7658,Vinland-Rock outcrop complex; 15 to 45 percent slopes,0,23.29,0.1,NA,0,6.7,28.88,15.42,55.7,1.38,4.09,1.76,3.66,0.21,None,None,Somewhat excessively drained,8.83,sil,sil,8.83,NA
766075,QUE002256,38.98048,-94.80568,182,KS091,7658,Vinland-Rock outcrop complex; 15 to 45 percent slopes,0,23.29,0.1,NA,0,6.7,28.88,15.42,55.7,1.38,4.09,1.76,3.66,0.21,None,None,Somewhat excessively drained,8.83,sil,sil,8.83,NA
766075,QUE002261,38.9813,-94.80572,182,KS091,7658,Vinland-Rock outcrop complex; 15 to 45 percent slopes,0,23.29,0.1,NA,0,6.7,28.88,15.42,55.7,1.38,4.09,1.76,3.66,0.21,None,None,Somewhat excessively drained,8.83,sil,sil,8.83,NA
766075,QUE002229,38.97864,-94.80724,177,KS091,7658,Vinland-Rock outcrop complex; 15 to 45 percent slopes,0,23.29,0.1,NA,0,6.7,28.88,15.42,55.7,1.38,4.09,1.76,3.66,0.21,None,None,Somewhat excessively drained,8.83,sil,sil,8.83,NA
766075,QUE002265,38.98141,-94.81036,182,KS091,7658,Vinland-Rock outcrop complex; 15 to 45 percent slopes,0,23.29,0.1,NA,0,6.7,28.88,15.42,55.7,1.38,4.09,1.76,3.66,0.21,None,None,Somewhat excessively drained,8.83,sil,sil,8.83,NA
777731,QUE001554,42.175674,-87.914878,149,IL097,696A,Zurich silt loam; 0 to 2 percent slopes,3.32,20.08,0.1,NA,0,6.81,25.31,14.96,59.73,1.48,3.19,0.73,10.44,0.19,None,None,Moderately well drained,19.06,sil,sil,48.57,200
777731,QUE001552,42.17597,-87.91698,149,IL097,696A,Zurich silt loam; 0 to 2 percent slopes,3.32,20.08,0.1,NA,0,6.81,25.31,14.96,59.73,1.48,3.19,0.73,10.44,0.19,None,None,Moderately well drained,19.06,sil,sil,48.57,200
777731,QUE001556,42.175701,-87.914442,149,IL097,696A,Zurich silt loam; 0 to 2 percent slopes,3.32,20.08,0.1,NA,0,6.81,25.31,14.96,59.73,1.48,3.19,0.73,10.44,0.19,None,None,Moderately well drained,19.06,sil,sil,48.57,200
777731,QUE001551,42.17597,-87.91698,149,IL097,696A,Zurich silt loam; 0 to 2 percent slopes,3.32,20.08,0.1,NA,0,6.81,25.31,14.96,59.73,1.48,3.19,0.73,10.44,0.19,None,None,Moderately well drained,19.06,sil,sil,48.57,200
777732,QUE001547,42.183468,-87.9143,147,IL097,696B,Zurich silt loam; 2 to 4 percent slopes,3.14,16.31,0,NA,0,6.92,25.49,16.84,57.67,1.41,2.94,0.72,9.59,0.19,None,None,Moderately well drained,18.82,sil,sil,36.44,163
777732,QUE001548,42.183468,-87.9143,147,IL097,696B,Zurich silt loam; 2 to 4 percent slopes,3.14,16.31,0,NA,0,6.92,25.49,16.84,57.67,1.41,2.94,0.72,9.59,0.19,None,None,Moderately well drained,18.82,sil,sil,36.44,163
777732,QUE002534,42.18271,-87.91479,147,IL097,696B,Zurich silt loam; 2 to 4 percent slopes,3.14,16.31,0,NA,0,6.92,25.49,16.84,57.67,1.41,2.94,0.72,9.59,0.19,None,None,Moderately well drained,18.82,sil,sil,36.44,163
777732,QUE001546,42.183468,-87.9143,147,IL097,696B,Zurich silt loam; 2 to 4 percent slopes,3.14,16.31,0,NA,0,6.92,25.49,16.84,57.67,1.41,2.94,0.72,9.59,0.19,None,None,Moderately well drained,18.82,sil,sil,36.44,163
777732,QUE002521,42.18309,-87.91367,147,IL097,696B,Zurich silt loam; 2 to 4 percent slopes,3.14,16.31,0,NA,0,6.92,25.49,16.84,57.67,1.41,2.94,0.72,9.59,0.19,None,None,Moderately well drained,18.82,sil,sil,36.44,163
777732,QUE002522,42.18346,-87.91339,147,IL097,696B,Zurich silt loam; 2 to 4 percent slopes,3.14,16.31,0,NA,0,6.92,25.49,16.84,57.67,1.41,2.94,0.72,9.59,0.19,None,None,Moderately well drained,18.82,sil,sil,36.44,163
777732,QUE002526,42.18327,-87.91426,147,IL097,696B,Zurich silt loam; 2 to 4 percent slopes,3.14,16.31,0,NA,0,6.92,25.49,16.84,57.67,1.41,2.94,0.72,9.59,0.19,None,None,Moderately well drained,18.82,sil,sil,36.44,163
777732,QUE001553,42.174555,-87.912008,153,IL097,696B,Zurich silt loam; 2 to 4 percent slopes,3.14,16.31,0,NA,0,6.92,25.49,16.84,57.67,1.41,2.94,0.72,9.59,0.19,None,None,Moderately well drained,18.82,sil,sil,36.44,163
777737,QUE001540,42.183917,-87.91512,147,IL097,697A,Wauconda silt loam; 0 to 2 percent slopes,3.84,16.43,0,NA,0,7.39,23.69,17.01,59.3,1.35,2.7,1.1,9.59,0.19,None,None,Somewhat poorly drained,19.19,sil,sil,29.9,152
777737,QUE001544,42.185005,-87.913744,147,IL097,697A,Wauconda silt loam; 0 to 2 percent slopes,3.84,16.43,0,NA,0,7.39,23.69,17.01,59.3,1.35,2.7,1.1,9.59,0.19,None,None,Somewhat poorly drained,19.19,sil,sil,29.9,152
777737,QUE001541,42.183917,-87.91512,147,IL097,697A,Wauconda silt loam; 0 to 2 percent slopes,3.84,16.43,0,NA,0,7.39,23.69,17.01,59.3,1.35,2.7,1.1,9.59,0.19,None,None,Somewhat poorly drained,19.19,sil,sil,29.9,152
777737,QUE001542,42.183917,-87.91512,147,IL097,697A,Wauconda silt loam; 0 to 2 percent slopes,3.84,16.43,0,NA,0,7.39,23.69,17.01,59.3,1.35,2.7,1.1,9.59,0.19,None,None,Somewhat poorly drained,19.19,sil,sil,29.9,152
777737,QUE001550,42.177593,-87.920503,149,IL097,697A,Wauconda silt loam; 0 to 2 percent slopes,3.84,16.43,0,NA,0,7.39,23.69,17.01,59.3,1.35,2.7,1.1,9.59,0.19,None,None,Somewhat poorly drained,19.19,sil,sil,29.9,152
777737,QUE002527,42.18403,-87.91594,147,IL097,697A,Wauconda silt loam; 0 to 2 percent slopes,3.84,16.43,0,NA,0,7.39,23.69,17.01,59.3,1.35,2.7,1.1,9.59,0.19,None,None,Somewhat poorly drained,19.19,sil,sil,29.9,152
777737,QUE001549,42.181511,-87.918994,147,IL097,697A,Wauconda silt loam; 0 to 2 percent slopes,3.84,16.43,0,NA,0,7.39,23.69,17.01,59.3,1.35,2.7,1.1,9.59,0.19,None,None,Somewhat poorly drained,19.19,sil,sil,29.9,152
777743,QUE002529,42.18461,-87.91605,147,IL097,802B,Orthents; loamy; 1 to 6 percent slopes,0,14.19,0,NA,0,6.96,27.55,37.55,34.9,1.75,2.73,0.7,2.82,0.1,None,None,Well drained,10.47,l,l,20.78,200
777743,QUE002528,42.18431,-87.91628,147,IL097,802B,Orthents; loamy; 1 to 6 percent slopes,0,14.19,0,NA,0,6.96,27.55,37.55,34.9,1.75,2.73,0.7,2.82,0.1,None,None,Well drained,10.47,l,l,20.78,200
777745,QUE001555,42.175536,-87.914478,149,IL097,W,Water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868745,QUE002515,41.35763,-88.3248,147,IL063,556B,High Gap silt loam; 2 to 5 percent slopes,0,16.85,0,NA,0,6.5,25.34,31.7,42.96,1.48,3.08,0.96,8.55,0.19,None,None,Well drained,17.35,sil,sil,17.35,NA
868745,QUE002520,41.35823,-88.3248,147,IL063,556B,High Gap silt loam; 2 to 5 percent slopes,0,16.85,0,NA,0,6.5,25.34,31.7,42.96,1.48,3.08,0.96,8.55,0.19,None,None,Well drained,17.35,sil,sil,17.35,NA
1150981,QUE002059,38.963586,-98.58906,158,KS167,2234,Roxbury silt loam; channeled; frequently flooded,5,20.57,0.71,NA,0,7.86,25.31,12.43,62.26,1.36,3.44,2.14,6.66,0.22,None,Frequent,Well drained,21.27,sil,sil,42.42,200
1150981,QUE002058,38.963586,-98.58906,158,KS167,2234,Roxbury silt loam; channeled; frequently flooded,5,20.57,0.71,NA,0,7.86,25.31,12.43,62.26,1.36,3.44,2.14,6.66,0.22,None,Frequent,Well drained,21.27,sil,sil,42.42,200
1150981,QUE002057,38.963586,-98.58906,158,KS167,2234,Roxbury silt loam; channeled; frequently flooded,5,20.57,0.71,NA,0,7.86,25.31,12.43,62.26,1.36,3.44,2.14,6.66,0.22,None,Frequent,Well drained,21.27,sil,sil,42.42,200
1155385,QUE001862,36.84914,-96.4152,184,OK113,BBgC,Bartlesville-Bigheart complex; 1 to 5 percent slopes; very rocky,0,5.95,0,8.7,0,5.59,18.44,62.65,18.91,1.56,1.28,0.79,15.26,0.15,None,None,Moderately well drained,11.18,fsl,fsl,11.18,1
1155388,QUE001877,36.84541,-96.41918,184,OK113,NBRE,Niotaze-Bigheart-Rock outcrop complex; 3 to 15 percent slopes; very stony,0,27.4,0,2.55,0,5.65,24.06,43.72,32.23,1.53,3.7,0.5,6.59,0.13,None,None,Somewhat poorly drained,9.59,vfsl,vfsl,10.05,1
1382182,QUE002069,38.842944,-97.588909,162,KS169,2347,McCook silt loam; rarely flooded,8.25,7.1,0.43,NA,0,8.12,11.3,38.15,50.55,1.45,0.84,1.14,9,0.19,None,Rare,Well drained,18.36,sil,sil,32.16,200
1382182,QUE002068,38.842944,-97.588909,162,KS169,2347,McCook silt loam; rarely flooded,8.25,7.1,0.43,NA,0,8.12,11.3,38.15,50.55,1.45,0.84,1.14,9,0.19,None,Rare,Well drained,18.36,sil,sil,32.16,200
1399845,QUE002250,38.97394,-94.80509,177,KS091,7525,Chillicothe silt loam; 2 to 5 percent slopes,0,26.26,0.1,NA,0,6.4,34.22,4,61.78,1.35,5.62,1.54,3.09,0.16,None,None,Moderately well drained,14.84,sil,sil,25.04,NA
1468815,QUE002291,38.80803,-95.19508,171,KS045,7051,Kennebec silt loam; frequently flooded,0,22.64,0,NA,0,6.59,27.25,6.25,66.5,1.36,4.15,2.56,9,0.21,None,Frequent,Moderately well drained,20.37,sil,sil,30.5,152
1468815,QUE002290,38.80832,-95.19458,171,KS045,7051,Kennebec silt loam; frequently flooded,0,22.64,0,NA,0,6.59,27.25,6.25,66.5,1.36,4.15,2.56,9,0.21,None,Frequent,Moderately well drained,20.37,sil,sil,30.5,152
1468827,QUE002282,38.8096,-95.19265,171,KS045,7210,Basehor complex; 5 to 30 percent slopes,0,8.4,0,NA,0,5.8,13,51.67,35.33,1.38,1.13,0.58,21.03,0.18,None,None,Well drained,10.54,l,l,11.58,40
1468827,QUE002284,38.8087,-95.19389,171,KS045,7210,Basehor complex; 5 to 30 percent slopes,0,8.4,0,NA,0,5.8,13,51.67,35.33,1.38,1.13,0.58,21.03,0.18,None,None,Well drained,10.54,l,l,11.58,40
1468827,QUE002285,38.8087,-95.19389,171,KS045,7210,Basehor complex; 5 to 30 percent slopes,0,8.4,0,NA,0,5.8,13,51.67,35.33,1.38,1.13,0.58,21.03,0.18,None,None,Well drained,10.54,l,l,11.58,40
1468827,QUE002283,38.8096,-95.19265,171,KS045,7210,Basehor complex; 5 to 30 percent slopes,0,8.4,0,NA,0,5.8,13,51.67,35.33,1.38,1.13,0.58,21.03,0.18,None,None,Well drained,10.54,l,l,11.58,40
1468847,QUE002275,38.8089,-95.19019,171,KS045,7600,Sibleyville complex; 3 to 7 percent slopes,0,19.19,0,NA,0,6.3,23.11,43.38,33.5,1.39,3.26,1.59,7.66,0.17,None,None,Well drained,11.14,l,l,11.77,NA
1468847,QUE002269,38.80958,-95.18916,171,KS045,7600,Sibleyville complex; 3 to 7 percent slopes,0,19.19,0,NA,0,6.3,23.11,43.38,33.5,1.39,3.26,1.59,7.66,0.17,None,None,Well drained,11.14,l,l,11.77,NA
1468847,QUE002268,38.80951,-95.18855,171,KS045,7600,Sibleyville complex; 3 to 7 percent slopes,0,19.19,0,NA,0,6.3,23.11,43.38,33.5,1.39,3.26,1.59,7.66,0.17,None,None,Well drained,11.14,l,l,11.77,NA
1468847,QUE002267,38.80954,-95.18853,171,KS045,7600,Sibleyville complex; 3 to 7 percent slopes,0,19.19,0,NA,0,6.3,23.11,43.38,33.5,1.39,3.26,1.59,7.66,0.17,None,None,Well drained,11.14,l,l,11.77,NA
1472299,QUE002310,39.10761,-96.6074,153,KS161,4053,Ivan silty clay loam; channeled,5,21.13,0.5,NA,0,7.99,26.37,5.87,67.76,1.33,3.83,2.16,9,0.21,None,Frequent,Well drained,20.26,sicl,sicl,40.55,200
1472299,QUE002295,39.10709,-96.60772,153,KS161,4053,Ivan silty clay loam; channeled,5,21.13,0.5,NA,0,7.99,26.37,5.87,67.76,1.33,3.83,2.16,9,0.21,None,Frequent,Well drained,20.26,sicl,sicl,40.55,200
1472299,QUE002299,39.10691,-96.60616,153,KS161,4053,Ivan silty clay loam; channeled,5,21.13,0.5,NA,0,7.99,26.37,5.87,67.76,1.33,3.83,2.16,9,0.21,None,Frequent,Well drained,20.26,sicl,sicl,40.55,200
1472320,QUE002302,39.10339,-96.59616,153,KS161,4784,Tully silty clay loam; 3 to 7 percent slopes; eroded,0,34.98,0.33,NA,0,6.66,43.9,2.83,53.27,1.34,6.76,1.57,1.23,0.15,None,None,Well drained,15.08,sicl,sicl,30.56,200
1486923,QUE001720,39.9355,-89.80083,161,IL129,280gC2,Fayette silt loam; glaciated; 5 to 10 percent slopes; eroded,0,17.98,1,15.3,0,5.75,28.01,4,67.99,1.45,3.05,0.35,9.17,0.2,None,None,Well drained,19.78,sil,sil,30.67,152
1486923,QUE001721,39.93549,-89.80068,161,IL129,280gC2,Fayette silt loam; glaciated; 5 to 10 percent slopes; eroded,0,17.98,1,15.3,0,5.75,28.01,4,67.99,1.45,3.05,0.35,9.17,0.2,None,None,Well drained,19.78,sil,sil,30.67,152
1541809,QUE002518,41.35543,-88.31912,147,IL063,516A,Faxon silt loam; 0 to 2 percent slopes,1.45,20.89,0,NA,0,7.3,27.61,27.97,44.42,1.44,3.89,2.36,6.71,0.19,Frequent,None,Poorly drained,12.06,sil,sil,12.06,NA
1651539,QUE002096,38.73833,-86.41346,154,IN093,FknC2,Frederick-Crider silt loams; karst; 2 to 12 percent slopes; eroded complex,0,19.81,0,17.64,0,5.21,41.64,4.11,54.25,1.48,5.03,0.65,6.4,0.16,None,None,Well drained,16.04,sil,sil,27.09,203
1652078,QUE002091,38.73631,-86.41434,151,IN093,CbxG,Caneyville-Adyeville-Rock outcrop complex; 25 to 75 percent slopes,0,19.17,0,13.5,0,5.41,32.04,20.42,47.53,1.46,4.17,1.27,6.11,0.15,None,None,Well drained,11.52,sil,sil,11.52,152
1652078,QUE002098,38.73743,-86.41263,151,IN093,CbxG,Caneyville-Adyeville-Rock outcrop complex; 25 to 75 percent slopes,0,19.17,0,13.5,0,5.41,32.04,20.42,47.53,1.46,4.17,1.27,6.11,0.15,None,None,Well drained,11.52,sil,sil,11.52,152
1652078,QUE002087,38.73603,-86.41255,151,IN093,CbxG,Caneyville-Adyeville-Rock outcrop complex; 25 to 75 percent slopes,0,19.17,0,13.5,0,5.41,32.04,20.42,47.53,1.46,4.17,1.27,6.11,0.15,None,None,Well drained,11.52,sil,sil,11.52,152
1652078,QUE002085,38.7362,-86.41257,151,IN093,CbxG,Caneyville-Adyeville-Rock outcrop complex; 25 to 75 percent slopes,0,19.17,0,13.5,0,5.41,32.04,20.42,47.53,1.46,4.17,1.27,6.11,0.15,None,None,Well drained,11.52,sil,sil,11.52,152
1677198,QUE002450,44.99094,-93.19437,146,MN123,153B,Santiago silt loam; 2 to 6 percent slopes,0,10.21,0,NA,0,5.6,16.28,42.13,41.59,1.49,1.5,0.76,9,0.19,None,None,Well drained,19.12,sil,sil,25.9,152
1677280,QUE002445,44.98602,-93.18341,146,MN123,858C,Urban land-Chetek complex; 3 to 15 percent slopes,0,4.06,0,NA,0,6.2,6.77,80.33,12.9,1.63,1.5,0.38,62.56,0.07,None,None,NA,6.98,sl,sl,8.54,152
1725959,QUE001419,31.9652505,-92.783737,213,LA127,GY,Guyton silt loam; 0 to 1 percent slopes; frequently flooded,0,NA,1,9.96,0,5.3,22.72,9.88,67.4,1.52,1.7,1,4.84,0.21,None,Frequent,Poorly drained,20.59,sil,sil,40.16,203
