ind_ID,sppcode,mac1_frac,mac2_frac,alb_frac,bic_frac,ste_frac,mue_frac,lat,long,site
QUE001337_mac,mac,0.360978,0.638982,1e-05,1e-05,1e-05,1e-05,40.9904574,-90.405752,GalesburgIL
QUE001338_mac,mac,0.602136,0.397824,1e-05,1e-05,1e-05,1e-05,40.9904574,-90.405752,GalesburgIL
QUE001339_mac,mac,0.550471,0.449489,1e-05,1e-05,1e-05,1e-05,40.9904574,-90.405752,GalesburgIL
QUE001342_mac,mac,0.523104,0.476856,1e-05,1e-05,1e-05,1e-05,40.9905535,-90.399817,GalesburgIL
QUE001343_mac,mac,0.768679,0.231128,1e-05,0.000164,1e-05,1e-05,40.989198,-90.398409,GalesburgIL
QUE001344_mac,mac,0.291972,0.185469,0.522528,1e-05,1e-05,1e-05,40.9887178,-90.398239,GalesburgIL
QUE001345_mac,mac,0.631292,0.368668,1e-05,1e-05,1e-05,1e-05,40.9887178,-90.398239,GalesburgIL
QUE001346_mac,mac,0.858472,0.141488,1e-05,1e-05,1e-05,1e-05,40.9887178,-90.398239,GalesburgIL
QUE001347_mac,mac,0.460487,0.530065,1e-05,0.009419,1e-05,1e-05,40.98749154,-90.393722,GalesburgIL
QUE001348_mac,mac,0.555077,0.439792,1e-05,0.005101,1e-05,1e-05,40.9878018,-90.393579,GalesburgIL
QUE001350_mac,mac,0.578947,0.421009,1.4e-05,1e-05,1e-05,1e-05,40.987996,-90.393384,GalesburgIL
QUE001351_mac,mac,0.646082,0.353878,1e-05,1e-05,1e-05,1e-05,40.98879,-90.391843,GalesburgIL
QUE001352_mac,mac,0.603149,0.375491,1e-05,0.02133,1e-05,1e-05,40.9898984,-90.384677,GalesburgIL
QUE001354_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,41.7871378,-88.272995,AuroraIL
QUE001355_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,41.7871378,-88.272995,AuroraIL
QUE001356_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,41.7873037,-88.273141,AuroraIL
QUE001357_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,41.7873037,-88.273045,AuroraIL
QUE001360_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,41.7895934,-88.272206,AuroraIL
QUE001366_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,43.219807,-90.305408,GothamWI
QUE001368_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,43.215162,-90.304929,GothamWI
QUE001370_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.241424,-90.302268,GothamWI
QUE001371_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.241424,-90.302268,GothamWI
QUE001372_mac,mac,0.916518,0.083442,1e-05,1e-05,1e-05,1e-05,43.264793,-90.303891,GothamWI
QUE001375_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,43.240287,-90.302314,GothamWI
QUE001386_bic,bic,1e-05,1.7e-05,1e-05,0.999943,1e-05,1e-05,43.264793,-90.303891,GothamWI
QUE001487_mac,mac,0.838208,0.161752,1e-05,1e-05,1e-05,1e-05,41.721525,-87.86057,CranberrySloughIL
QUE001526_mac,mac,0.704544,0.268205,1e-05,0.027221,1e-05,1e-05,41.724335,-87.859901,CranberrySloughIL
QUE001527_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,41.726608,-87.866086,CranberrySloughIL
QUE001528_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,41.7258,-87.865461,CranberrySloughIL
QUE001529_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,41.725382,-87.86371,CranberrySloughIL
QUE001530_mac,mac,0.905509,0.094451,1e-05,1e-05,1e-05,1e-05,41.725689,-87.862598,CranberrySloughIL
QUE001532_mac,mac,0.838891,0.159475,1e-05,0.001604,1e-05,1e-05,41.718072,-87.866357,CranberrySloughIL
QUE001533_mac,mac,0.818455,0.181505,1e-05,1e-05,1e-05,1e-05,41.71809,-87.866302,CranberrySloughIL
QUE001534_bic,bic,1e-05,1.7e-05,1e-05,0.999943,1e-05,1e-05,41.718213,-87.866311,CranberrySloughIL
QUE001536_mac,mac,0.670614,0.304042,1e-05,0.018505,0.00122,0.005608,41.72124,-87.866644,CranberrySloughIL
QUE001537_bic,bic,0.050548,1e-05,1e-05,0.949412,1e-05,1e-05,42.183259,-87.914855,RyersonWoodsIL
QUE001538_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.183259,-87.914855,RyersonWoodsIL
QUE001539_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.183259,-87.914855,RyersonWoodsIL
QUE001541_mac,mac,0.897651,0.102309,1e-05,1e-05,1e-05,1e-05,42.183917,-87.91512,RyersonWoodsIL
QUE001542_mac,mac,0.889331,0.110629,1e-05,1e-05,1e-05,1e-05,42.183917,-87.91512,RyersonWoodsIL
QUE001543_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.184283,-87.914622,RyersonWoodsIL
QUE001545_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.184204,-87.913637,RyersonWoodsIL
QUE001547_mac,mac,0.916025,0.083935,1e-05,1e-05,1e-05,1e-05,42.183468,-87.9143,RyersonWoodsIL
QUE001548_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,42.183468,-87.9143,RyersonWoodsIL
QUE001549_mac,mac,0.980062,1e-05,1e-05,0.019898,1e-05,1e-05,42.181511,-87.918994,RyersonWoodsIL
QUE001463_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,34.933333,-92.414722,LittleRockAR
QUE001451_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,30.076389,-97.181667,BuescherTX
QUE001452_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,30.076389,-97.181667,BuescherTX
QUE001550_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.177593,-87.920503,RyersonWoodsIL
QUE001551_mac,mac,0.992401,1e-05,1e-05,0.007559,1e-05,1e-05,42.17597,-87.91698,RyersonWoodsIL
QUE001552_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.17597,-87.91698,RyersonWoodsIL
QUE001553_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.174555,-87.912008,RyersonWoodsIL
QUE001554_mac,mac,0.79694,0.188616,1e-05,0.014415,1e-05,1e-05,42.175674,-87.914878,RyersonWoodsIL
QUE001555_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.175536,-87.914478,RyersonWoodsIL
QUE001556_mac,mac,0.727881,0.24056,1e-05,0.020058,1e-05,0.01148,42.175701,-87.914442,RyersonWoodsIL
QUE001388_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,43.264793,-90.303891,GothamWI
QUE001400_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,32.3582421,-89.547185,BienvilleMS
QUE001403_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,32.3582421,-89.547185,BienvilleMS
QUE001406_ste,ste,1e-05,1e-05,1.6e-05,1e-05,0.999944,1e-05,32.3582421,-89.547185,BienvilleMS
QUE001408_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,32.3582421,-89.547185,BienvilleMS
QUE001409_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,32.3582421,-89.547185,BienvilleMS
QUE001410_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,32.3582421,-89.547185,BienvilleMS
QUE001411_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,32.3582421,-89.547185,BienvilleMS
QUE001412_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,32.3582421,-89.547185,BienvilleMS
QUE001758_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.10661,-89.80435,PleasantValleyWI
QUE001759_mac,mac,0.978077,0.021883,1e-05,1e-05,1e-05,1e-05,43.10698,-89.80825,PleasantValleyWI
QUE001804_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,42.04211,-93.60619,AmesIA
QUE001814_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,40.7056,-91.79416,BonaparteIA
QUE001815_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,40.70625,-91.79392,BonaparteIA
QUE001819_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,40.70481,-91.79589,BonaparteIA
QUE001839_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,37.97291,-92.76217,HaHaTonkaMO
QUE001840_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,37.973,-92.76217,HaHaTonkaMO
QUE001841_alb,alb,0.018928,0.154709,0.826333,1e-05,1e-05,1e-05,37.97316,-92.76227,HaHaTonkaMO
QUE001862_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,36.84914,-96.4152,PawhuskaOK
QUE001863_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,36.84504,-96.42526,PawhuskaOK
QUE001893_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,35.44809,-98.35347,HintonOK
QUE001916_mac,mac,0.95206,0.0479,1e-05,1e-05,1e-05,1e-05,34.80384,-92.32634,LittleRockAR
QUE001918_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,34.80299,-92.32599,LittleRockAR
QUE001932_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,37.15729,-91.36499,EminenceMO
QUE001933_mac,mac,0.105725,0.878818,1e-05,1e-05,1e-05,0.015427,37.15687,-91.36471,EminenceMO
QUE001783_mac,mac,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05,41.9736,-91.7239,CedarRapidsIA
QUE001880_mac,mac,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05,36.2204,-95.89845,TulsaOK
QUE001907_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,35.17688,-97.4497,NormanOK
QUE001937_mac,mac,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05,43.90292,-91.63996,WinonaMN
QUE001963_mac,mac,0.007112,0.992848,1e-05,1e-05,1e-05,1e-05,49.76137,-99.1604,SpruceWoodsMB
QUE001971_mac,mac,0.92638,0.061258,1e-05,0.005435,1e-05,0.006906,49.85783,-97.24911,AssiniboineMB
QUE001982_mac,mac,0.565205,0.434752,1e-05,1.2e-05,1e-05,1e-05,46.0259,-91.14288,RoundLakeWI
QUE002057_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,38.963586,-98.58906,MinookaKS
QUE002074_mac,mac,0.242353,0.757607,1e-05,1e-05,1e-05,1e-05,39.839311,-88.367745,ChickenbristleIL
QUE002075_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,39.839311,-88.367745,ChickenbristleIL
QUE002081_mac,mac,0.007121,0.985096,0.007753,1e-05,1e-05,1e-05,37.51492,-89.4445,ShawneeIL
QUE002082_mac,mac,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05,37.51639,-89.44535,ShawneeIL
QUE002085_mac,mac,0.189445,0.810515,1e-05,1e-05,1e-05,1e-05,38.7362,-86.41257,SpringMillIN
QUE002091_alb,alb,1e-05,1e-05,0.999945,1e-05,1e-05,1.5e-05,38.73631,-86.41434,SpringMillIN
QUE002098_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,38.73743,-86.41263,SpringMillIN
QUE002105_mac,mac,0.977299,1e-05,0.006888,1e-05,0.009281,0.006513,40.45916,-85.50807,TaylorIN
QUE002108_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,40.45911,-85.50917,TaylorIN
QUE002121_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.65738,-87.06045,DunesIN
QUE002129_mac,mac,0.013723,0.986237,1e-05,1e-05,1e-05,1e-05,41.9623302,-73.313005,LitchfieldCT
QUE002133_mac,mac,0.752654,0.116739,0.03888,0.091707,1e-05,1e-05,42.1666494,-73.41209,BerkshireMA
QUE002138_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.604683,-73.180401,RutlandVT
QUE002154_mac,mac,0.941054,0.034725,1e-05,0.024191,1e-05,1e-05,44.4006814,-73.23757,BurlingtonVT
QUE002155_alb,alb,0.146609,0.012768,0.523747,0.316856,1e-05,1e-05,44.4463947,-73.220154,BurlingtonVT
QUE002187_mac,mac,0.87982,0.093087,1e-05,1e-05,1e-05,0.027064,38.51089,-90.55987,EurekaMO
QUE002188_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,38.51146,-90.55917,EurekaMO
QUE002189_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,38.51135,-90.55921,EurekaMO
QUE002196_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,38.22667,-91.08296,SullivanMO
QUE002209_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,38.21813,-91.08355,SullivanMO
QUE002210_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,38.21718,-91.08636,SullivanMO
QUE002219_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,38.21786,-91.09209,SullivanMO
QUE002247_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,38.97887,-94.80495,ShawneeMissionKS
QUE002251_mac,mac,0.137165,0.862795,1e-05,1e-05,1e-05,1e-05,38.98007,-94.8052,ShawneeMissionKS
QUE002252_ste,ste,1e-05,1e-05,1e-05,1e-05,0.99995,1e-05,38.98014,-94.80504,ShawneeMissionKS
QUE002253_alb,alb,1e-05,1.2e-05,0.999948,1e-05,1e-05,1e-05,38.9803,-94.80532,ShawneeMissionKS
QUE002285_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,38.8087,-95.19389,BaldwinKS
QUE002302_mac,mac,0.361776,0.638179,1e-05,1.5e-05,1e-05,1e-05,39.10339,-96.59616,KonzaKS
QUE002303_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,39.10158,-96.59982,KonzaKS
QUE002304_mac,mac,0.561388,0.438572,1e-05,1e-05,1e-05,1e-05,39.10791,-96.60469,KonzaKS
QUE002326_mac,mac,0.528146,1e-05,1e-05,0.471814,1e-05,1e-05,43.85323,-83.923,PinconningMI
QUE002336_mac,mac,0.782982,0.216978,1e-05,1e-05,1e-05,1e-05,42.30836,-83.75671,AnnArborMI
QUE002337_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,42.30474,-83.7508,AnnArborMI
QUE002355_alb,alb,0.010997,0.001215,0.987758,1e-05,1e-05,1e-05,42.76662,-84.39114,EastLansingMI
QUE002361_bic,bic,0.023508,0.497128,1e-05,0.479334,1e-05,1e-05,42.76526,-84.38254,EastLansingMI
QUE002367_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.01685,-90.11481,DodgevilleWI
QUE002399_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.01706,-88.43531,OttawaWI
QUE002400_mac,mac,0.991384,1e-05,1e-05,1e-05,1e-05,0.008576,43.01607,-88.43513,OttawaWI
QUE002424_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,44.36388,-93.93543,OttawaBluffsMN
QUE002471_mac,mac,0.548871,0.44533,1e-05,1e-05,0.002567,0.003212,40.73122,-83.09328,DaughmerOH
QUE002480_mac,mac,0.740863,0.259097,1e-05,1e-05,1e-05,1e-05,41.55069,-84.35969,GollWoodsOH
QUE002481_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,41.55096,-84.35846,GollWoodsOH
QUE002493_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.5522,-84.35895,GollWoodsOH
QUE002526_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,42.18327,-87.91426,RyersonWoodsIL
QUE002528_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.18431,-87.91628,RyersonWoodsIL
QUE002535_alb,alb,0.018586,1e-05,0.981374,1e-05,1e-05,1e-05,41.82519,-87.93085,FullersburgWoodsIL
QUE002579_mac,mac,0.990409,1e-05,0.009548,1.3e-05,1e-05,1e-05,43.81684,-103.25005,CusterSD
QUE002364_mac,mac,0.950164,0.049786,1e-05,1e-05,1e-05,2e-05,43.01643,-90.11418,DodgevilleWI
QUE002369_mac,mac,0.858671,0.134601,1.7e-05,1e-05,1e-05,0.00669,43.02128,-90.11695,DodgevilleWI
QUE002370_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.02158,-90.1181,DodgevilleWI
QUE002371_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.02073,-90.11771,DodgevilleWI
QUE002373_mac,mac,0.997026,0.002934,1e-05,1e-05,1e-05,1e-05,43.0193,-90.11692,DodgevilleWI
QUE002374_mac,mac,0.956003,0.043957,1e-05,1e-05,1e-05,1e-05,43.01828,-90.11701,DodgevilleWI
QUE002375_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.01817,-90.11679,DodgevilleWI
QUE001610_mac,mac,0.880815,0.108306,0.010848,1e-05,1e-05,1e-05,41.81347,-88.06293,MortonArbIL
QUE001796_mac,mac,0.994371,1e-05,1e-05,0.005589,1e-05,1e-05,42.03033,-93.632,AmesIA
QUE001846_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,37.97414,-92.76266,HaHaTonkaMO
QUE001871_ste,ste,1e-05,0.065477,1e-05,1e-05,0.934483,1e-05,36.84354,-96.4292,PawhuskaOK
QUE001877_ste,ste,0.439443,1e-05,1e-05,1e-05,0.560517,1e-05,36.84541,-96.41918,PawhuskaOK
QUE001878_mac,mac,0.467108,0.532852,1e-05,1e-05,1e-05,1e-05,36.2107,-95.89476,TulsaOK
QUE001882_mac,mac,0.54173,0.393684,1e-05,0.064556,1e-05,1e-05,36.22064,-95.89876,TulsaOK
QUE001885_alb,alb,0.462638,0.019324,0.504339,0.01368,1e-05,1e-05,36.21812,-95.90014,TulsaOK
QUE001886_mac,mac,0.613874,1e-05,1e-05,1e-05,1e-05,0.386086,35.45351,-98.35412,HintonOK
QUE001898_mue,mue,0.507612,1e-05,1e-05,1e-05,0.0038,0.488558,35.44085,-98.35471,HintonOK
QUE001900_mac,mac,0.947706,0.045153,1e-05,1e-05,0.007111,1e-05,35.43874,-98.35495,HintonOK
QUE001904_mac,mac,0.483756,0.50661,0.005564,1e-05,0.004049,1e-05,35.17705,-97.44921,NormanOK
QUE001912_mac,mac,0.039076,0.960884,1e-05,1e-05,1e-05,1e-05,35.17722,-97.45003,NormanOK
QUE001920_alb,alb,1e-05,0.509918,0.489027,0.001025,1e-05,1e-05,34.80306,-92.32555,LittleRockAR
QUE001922_mac,mac,0.015142,0.483965,0.500863,1e-05,1e-05,1e-05,34.8028,-92.32557,LittleRockAR
QUE001923_ste,ste,0.055728,0.416095,1e-05,1e-05,0.528147,1e-05,34.80348,-92.3259,LittleRockAR
QUE001924_mac,mac,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05,34.80377,-92.32698,LittleRockAR
QUE001925_ste,ste,1e-05,0.473911,1e-05,1e-05,0.526049,1e-05,34.80427,-92.32652,LittleRockAR
QUE001928_mac,mac,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05,34.80445,-92.32612,LittleRockAR
QUE001929_mac,mac,0.291314,0.708646,1e-05,1e-05,1e-05,1e-05,37.1574,-91.36496,EminenceMO
QUE001930_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,37.1574,-91.36496,EminenceMO
QUE001936_mac,mac,0.072146,0.927814,1e-05,1e-05,1e-05,1e-05,37.15758,-91.36513,EminenceMO
QUE001938_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,43.903,-91.63986,WinonaMN
QUE001943_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.89158,-91.64829,WinonaMN
QUE001959_mac,mac,0.961563,0.038005,1e-05,1e-05,1e-05,0.000401,49.71187,-95.24456,WhiteshellMB
QUE001969_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,49.76055,-99.15844,SpruceWoodsMB
QUE001980_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,46.02383,-91.14557,RoundLakeWI
QUE001985_mac,mac,0.992274,1e-05,0.004628,1e-05,1e-05,0.003068,46.0244,-91.12945,RoundLakeWI
QUE002058_mac,mac,0.782124,0.205367,1e-05,0.008423,0.004065,1e-05,38.963586,-98.58906,MinookaKS
QUE002068_mac,mac,0.125618,0.874342,1e-05,1e-05,1e-05,1e-05,38.842944,-97.588909,SalinaKS
QUE002069_mac,mac,0.087699,0.912253,1.8e-05,1e-05,1e-05,1e-05,38.842944,-97.588909,SalinaKS
QUE002072_mac,mac,0.114379,0.885581,1e-05,1e-05,1e-05,1e-05,39.839311,-88.367745,ChickenbristleIL
QUE002073_mac,mac,0.171873,0.828087,1e-05,1e-05,1e-05,1e-05,39.839311,-88.367745,ChickenbristleIL
QUE002076_mac,mac,0.135271,0.864689,1e-05,1e-05,1e-05,1e-05,39.839311,-88.367745,ChickenbristleIL
QUE002083_mac,mac,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05,37.51651,-89.44542,ShawneeIL
QUE002084_mac,mac,1e-05,0.99995,1e-05,1e-05,1e-05,1e-05,37.51726,-89.44584,ShawneeIL
QUE002087_mac,mac,0.055293,0.944667,1e-05,1e-05,1e-05,1e-05,38.73603,-86.41255,SpringMillIN
QUE002096_mac,mac,0.008624,0.991336,1e-05,1e-05,1e-05,1e-05,38.73833,-86.41346,SpringMillIN
QUE002099_mue,mue,1e-05,1e-05,0.585305,1e-05,1e-05,0.414655,40.45791,-85.50685,TaylorIN
QUE002106_mac,mac,0.471058,0.034455,0.469929,0.011435,1e-05,0.013114,40.45911,-85.50878,TaylorIN
QUE002109_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,40.45916,-85.50973,TaylorIN
QUE002110_mac,mac,0.802569,0.176912,1.3e-05,1e-05,1e-05,0.020486,41.53273,-87.2948,HobartIN
QUE002114_mac,mac,0.916349,0.083611,1e-05,1e-05,1e-05,1e-05,41.53403,-87.29146,HobartIN
QUE002119_mac,mac,0.887287,0.107574,1e-05,0.005109,1e-05,1e-05,41.53239,-87.29708,HobartIN
QUE002124_alb,alb,1e-05,1e-05,0.999942,1e-05,1e-05,1.8e-05,41.65955,-87.06218,DunesIN
QUE002128_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.65947,-87.04994,DunesIN
QUE002132_mac,mac,0.268479,0.142952,0.023609,0.555976,1e-05,0.008973,42.1665869,-73.412025,BerkshireMA
QUE002134_mac,mac,0.936957,1e-05,1e-05,0.063003,1e-05,1e-05,42.9102876,-73.219556,BenningtonVT
QUE002135_mac,mac,0.95219,1e-05,1e-05,0.008303,1e-05,0.039476,42.910269,-73.219522,BenningtonVT
QUE002136_mac,mac,0.967661,1e-05,0.001013,0.031296,1e-05,1e-05,42.909897,-73.218712,BenningtonVT
QUE002139_mac,mac,0.510201,0.011296,0.034061,0.444422,1e-05,1e-05,43.5836123,-73.202578,RutlandVT
QUE002140_mac,mac,0.928704,1e-05,1e-05,0.071256,1e-05,1e-05,43.7432343,-73.04841,RutlandVT
QUE002141_mac,mac,0.913465,0.006977,0.026912,0.052626,1e-05,1e-05,43.9166704,-73.19356,AddisonVT
QUE002143_mac,mac,0.901969,1e-05,0.021643,0.076358,1e-05,1e-05,43.951352,-73.222777,AddisonVT
QUE002147_mac,mac,0.728191,0.213599,0.024565,0.033625,1e-05,1e-05,44.0059347,-73.148044,AddisonVT
QUE002148_mac,mac,0.90315,0.067224,1e-05,0.029597,1e-05,1e-05,44.2343287,-73.243211,FerrisburghVT
QUE002149_alb,alb,0.487133,1e-05,0.502453,0.010385,1e-05,1e-05,44.2354233,-73.243422,FerrisburghVT
QUE002150_mac,mac,0.926765,1e-05,1e-05,0.073195,1e-05,1e-05,44.2339356,-73.243122,FerrisburghVT
QUE002151_mac,mac,0.947908,0.006897,1e-05,0.045165,1e-05,1e-05,44.2643368,-73.249727,FerrisburghVT
QUE002157_alb,alb,0.296398,1e-05,0.567166,0.136406,1e-05,1e-05,44.44643,-73.220373,BurlingtonVT
QUE002159_mac,mac,0.939081,0.01433,1e-05,0.046559,1e-05,1e-05,44.5792499,-73.165539,BurlingtonVT
QUE002160_mac,mac,0.935597,0.049352,1e-05,0.015021,1e-05,1e-05,44.6675241,-73.344894,GrandIsleVT
QUE002161_mac,mac,0.825028,0.132459,1.4e-05,0.042479,1e-05,1e-05,44.7174297,-73.32585,GrandIsleVT
QUE002166_mac,mac,0.244374,0.750021,1e-05,0.005575,1e-05,1e-05,38.46385,-90.80547,ShawMO
QUE002170_mac,mac,0.130266,0.869692,1e-05,1.2e-05,1e-05,1e-05,38.46187,-90.81498,ShawMO
QUE002175_mac,mac,0.12205,0.87791,1e-05,1e-05,1e-05,1e-05,38.46608,-90.8094,ShawMO
