ind_ID sppcode mac1_frac mac2_frac alb_frac bic_frac ste_frac mue_frac
QUE001667_mac mac 0.757516 0.216766 0.025689 1e-05 1e-05 1e-05
QUE001668_mac mac 0.99995 1e-05 1e-05 1e-05 1e-05 1e-05
QUE001676_mac mac 0.257449 0.742511 1e-05 1e-05 1e-05 1e-05
QUE001677_mac mac 0.991625 0.008335 1e-05 1e-05 1e-05 1e-05
QUE001678_mac mac 0.444797 0.555163 1e-05 1e-05 1e-05 1e-05
QUE001679_mac mac 1e-05 0.99995 1e-05 1e-05 1e-05 1e-05
QUE001684_mac mac 0.349227 0.650733 1e-05 1e-05 1e-05 1e-05
QUE001686_mac mac 0.879196 0.120764 1e-05 1e-05 1e-05 1e-05
QUE001687_mac mac 0.528705 0.428555 0.012882 0.026475 1e-05 0.003373
QUE001690_mac mac 0.22998 0.769973 1e-05 1e-05 1e-05 1.7e-05
QUE001691_mac mac 1e-05 0.99995 1e-05 1e-05 1e-05 1e-05
QUE001697_mac mac 0.384748 0.615212 1e-05 1e-05 1e-05 1e-05
QUE001700_mac mac 0.222955 0.777005 1e-05 1e-05 1e-05 1e-05
QUE001705_mac mac 0.99995 1e-05 1e-05 1e-05 1e-05 1e-05
QUE001706_mac mac 0.155182 0.844778 1e-05 1e-05 1e-05 1e-05
QUE001713_mac mac 0.150046 0.849914 1e-05 1e-05 1e-05 1e-05
QUE001716_mac mac 0.865438 0.12628 1.1e-05 0.008251 1e-05 1e-05
QUE001719_mac mac 0.340937 0.65677 1e-05 1e-05 0.002263 1e-05
QUE001721_mac mac 0.656888 0.343072 1e-05 1e-05 1e-05 1e-05
QUE001723_mac mac 0.765893 0.225522 1e-05 0.008555 1e-05 1e-05
QUE001724_mac mac 0.389622 0.608133 1e-05 0.002215 1e-05 1e-05
QUE001652_mac mac 0.323006 0.676949 1e-05 1.6e-05 1e-05 1e-05
QUE001655_mac mac 0.866594 0.127825 1e-05 1e-05 1e-05 0.005551
QUE001670_mac mac 0.080869 0.919091 1e-05 1e-05 1e-05 1e-05
QUE001673_mac mac 0.047269 0.952691 1e-05 1e-05 1e-05 1e-05
QUE001680_mac mac 0.970971 1e-05 1e-05 0.028989 1e-05 1e-05
QUE001682_mac mac 0.99995 1e-05 1e-05 1e-05 1e-05 1e-05
