ind_ID,sppcode,mac1_frac,mac2_frac,alb_frac,bic_frac,ste_frac,mue_frac,lat,long
QUE002347_bic,bic,0.050501,1e-05,1e-05,0.949459,1e-05,1e-05,42.76743,-84.3908
QUE002351_alb,alb,1e-05,0.016939,0.983021,1e-05,1e-05,1e-05,42.76807,-84.39044
QUE002362_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,42.76512,-84.38236
QUE002379_mac,mac,0.900465,0.099495,1e-05,1e-05,1e-05,1e-05,43.02037,-90.11654
QUE002383_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.01563,-90.11357
QUE002384_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.01546,-88.44251
QUE002385_alb,alb,0.494667,1e-05,0.505293,1e-05,1e-05,1e-05,43.01574,-88.44255
QUE002392_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.01792,-88.43778
QUE002393_mac,mac,0.989443,1e-05,1e-05,1e-05,1e-05,0.010517,43.01838,-88.43741
QUE002404_mac,mac,0.93503,0.06493,1e-05,1e-05,1e-05,1e-05,43.03952,-89.43194
QUE002410_alb,alb,0.013358,1e-05,0.986599,1.3e-05,1e-05,1e-05,43.03918,-89.43919
QUE002411_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.03939,-89.43954
QUE002416_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.03971,-89.44242
QUE002417_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.03966,-89.44229
QUE002422_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,43.03713,-89.44103
QUE002427_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,44.36388,-93.93543
QUE002430_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,44.36413,-93.93551
QUE002433_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,45.53,-94.23291
QUE002443_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,45.53088,-94.23989
QUE002445_mac,mac,0.962762,0.037198,1e-05,1e-05,1e-05,1e-05,44.98602,-93.18341
QUE002450_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,44.99094,-93.19437
QUE002453_mac,mac,0.549102,0.450858,1e-05,1e-05,1e-05,1e-05,44.97771,-93.23801
QUE002454_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,41.08874,-85.12054
QUE002459_mac,mac,0.699472,0.300488,1e-05,1e-05,1e-05,1e-05,41.08937,-85.11921
QUE002460_mac,mac,0.630678,0.344244,1e-05,0.025048,1e-05,1e-05,40.0436,-83.47987
QUE002467_mac,mac,0.704977,0.264579,1e-05,0.030414,1e-05,1e-05,40.04436,-83.47891
QUE002474_mac,mac,0.698465,0.295473,1e-05,0.006032,1e-05,1e-05,40.73036,-83.09472
QUE002478_mac,mac,0.561837,0.438123,1e-05,1e-05,1e-05,1e-05,40.72819,-83.09294
QUE002484_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,41.55111,-84.35754
QUE002487_alb,alb,0.006294,1e-05,0.993666,1e-05,1e-05,1e-05,41.55184,-84.35523
QUE002488_mue,mue,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,41.55179,-84.35439
QUE002492_mac,mac,0.652482,0.347478,1e-05,1e-05,1e-05,1e-05,41.55453,-84.35494
QUE002494_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.55399,-84.36051
QUE002495_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.71554,-87.86613
QUE002496_mac,mac,0.896659,0.103301,1e-05,1e-05,1e-05,1e-05,41.71553,-87.86614
QUE002502_mac,mac,0.827902,0.172058,1e-05,1e-05,1e-05,1e-05,41.71129,-87.86589
QUE002503_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.71076,-87.86585
QUE002510_mac,mac,0.808715,0.186053,1e-05,1e-05,1e-05,0.005202,41.70489,-87.86563
QUE002511_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.70382,-87.86566
QUE002515_mac,mac,0.271662,0.728298,1e-05,1e-05,1e-05,1e-05,41.35763,-88.3248
QUE002518_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,41.35543,-88.31912
QUE002520_mac,mac,0.279927,0.720033,1e-05,1e-05,1e-05,1e-05,41.35823,-88.3248
QUE002521_mac,mac,0.89615,0.10381,1e-05,1e-05,1e-05,1e-05,42.18309,-87.91367
QUE002522_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,42.18346,-87.91339
QUE002529_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.18461,-87.91605
QUE002531_bic,bic,1e-05,1e-05,1e-05,0.99995,1e-05,1e-05,42.18361,-87.91519
QUE002533_mac,mac,0.976481,0.023479,1e-05,1e-05,1e-05,1e-05,42.18369,-87.91427
QUE002534_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,42.18271,-87.91479
QUE002542_mac,mac,0.644088,0.355872,1e-05,1e-05,1e-05,1e-05,41.82484,-87.93243
QUE002544_alb,alb,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,41.82534,-87.93216
QUE002555_alb,alb,1e-05,1e-05,0.999947,1e-05,1.3e-05,1e-05,41.82584,-87.93339
QUE002556_bic,bic,0.017939,1e-05,1e-05,0.982021,1e-05,1e-05,41.82472,-87.96408
QUE002558_mac,mac,0.849149,0.150811,1e-05,1e-05,1e-05,1e-05,41.82545,-87.93266
QUE002559_mac,mac,0.927815,0.072145,1e-05,1e-05,1e-05,1e-05,41.82556,-87.93279
QUE002560_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,42.257804,-87.881609
QUE002564_mac,mac,0.958637,0.035266,1e-05,1e-05,1e-05,0.006067,42.257804,-87.881609
QUE002581_mac,mac,0.947112,1e-05,0.004747,1e-05,0.0087,0.039421,44.49133,-103.80895
QUE002570_mac,mac,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,43.76049,-103.47675
QUE001721_mac,mac,0.656888,0.343072,1e-05,1e-05,1e-05,1e-05,39.93549,-89.80068
