Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
OAK-MOR-001490_S50_L001_R1_001										0.0	0.03130881257408746	0.07003287023151143	0.0	0.0	0.0	0.0
OAK-MOR-001490_S50_L001_R2_001										0.011538735330222918	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001491_S51_L001_R1_001										0.0	0.0	0.07560430872153052	0.0	0.0	0.0	0.0
OAK-MOR-001491_S51_L001_R2_001										0.0	0.0	0.033235059171327186	0.0	0.0	0.0	0.0
OAK-MOR-001492_S52_L001_R1_001										0.0	0.0	0.10077299479083518	0.0	0.0	0.0	0.0
OAK-MOR-001492_S52_L001_R2_001										0.0	0.0	0.04251506213742504	0.0	0.0	0.0	0.0
OAK-MOR-001493_S53_L001_R1_001										0.002876256383051064	0.0	0.12950986793738292	0.0	0.0	0.0	0.0
OAK-MOR-001493_S53_L001_R2_001										0.0	0.0	0.06676708502501616	0.0	0.0	0.0	0.0
OAK-MOR-001494_S54_L001_R1_001										0.01441558551752992	0.0	0.19928604954048074	0.0	0.0	0.0	0.0
OAK-MOR-001494_S54_L001_R2_001										0.014959598644246754	0.0	0.030799173679331555	0.0	0.0	0.0	0.0
OAK-MOR-001495_S55_L001_R1_001										0.006382675035455125	0.0	0.05425273780136856	0.0	0.0	0.0	0.0
OAK-MOR-001495_S55_L001_R2_001										0.00592945281109927	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001496_S56_L001_R1_001										0.006655740977115147	0.0	0.10527958881216622	0.0	0.0	0.0	0.0
OAK-MOR-001496_S56_L001_R2_001										0.0	0.0	0.03363695356908852	0.0	0.0	0.0	0.0
OAK-MOR-001497_S57_L001_R1_001										0.7837029150680047	0.0	0.10852840605462782	0.0	0.0	0.0	0.0
OAK-MOR-001497_S57_L001_R2_001										0.643802912154176	0.0	0.03650221596510708	0.0	0.0	0.0	0.0
OAK-MOR-001498_S58_L001_R1_001										0.0	0.0	0.054753289733350134	0.0	0.0	0.0	0.0
OAK-MOR-001498_S58_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001499_S59_L001_R1_001										0.6376231434710037	0.0	0.05587419298457249	0.0	0.0	0.0	0.0
OAK-MOR-001499_S59_L001_R2_001										0.5437662344832261	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001500_S60_L001_R1_001										0.0	0.0	0.05332267495076354	0.0	0.0	0.0	0.0
OAK-MOR-001500_S60_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001501_S61_L001_R1_001										0.0	0.0	0.06828216683073791	0.0	0.0	0.0	0.0
OAK-MOR-001501_S61_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001502_S62_L001_R1_001										0.010663957995019705	0.0	0.052410318802962326	0.0	0.0	0.0	0.0
OAK-MOR-001502_S62_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001503_S63_L001_R1_001										0.0	0.0	0.05422483991648736	0.0	0.0	0.0	0.0
OAK-MOR-001503_S63_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001504_S64_L001_R1_001										0.013337735046639458	0.0	0.06456007620115481	0.0	0.0	0.0	0.0
OAK-MOR-001504_S64_L001_R2_001										0.0025108095802291964	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001505_S65_L001_R1_001										0.0060276035151934585	0.0	0.06327675337241787	0.0	0.0	0.0	0.0
OAK-MOR-001505_S65_L001_R2_001										0.0027720612947347294	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001506_S66_L001_R1_001										0.0	0.0	0.05267618000789311	0.0	0.0	0.0	0.0
OAK-MOR-001506_S66_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001507_S67_L001_R1_001										0.0	0.0	0.053197623014559436	0.0	0.0	0.0	0.0
OAK-MOR-001507_S67_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001508_S68_L001_R1_001										0.013613104107582978	0.0	0.05465151840578545	0.0	0.0	0.0	0.0
OAK-MOR-001508_S68_L001_R2_001										0.010151084553968341	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001509_S69_L001_R1_001										0.009923048954362437	0.0	0.07094904188890196	0.0	0.0	0.0	0.0
OAK-MOR-001509_S69_L001_R2_001										0.005758402383773429	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001510_S70_L001_R1_001										0.010511953387310986	0.02075588566955898	0.05797333583566473	0.0	0.0	0.0	0.0
OAK-MOR-001510_S70_L001_R2_001										0.016784114225335486	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001511_S71_L001_R1_001										0.00461514590408062	0.0	0.06876567397080123	0.0	0.0	0.0	0.0
OAK-MOR-001511_S71_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001512_S72_L001_R1_001										0.014273133675266435	0.0	0.07636126516267544	0.0	0.0	0.0	0.0
OAK-MOR-001512_S72_L001_R2_001										0.007496744113954192	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001513_S73_L001_R1_001										0.0087686946935197	0.0	0.05386483883162101	0.0	0.0	0.0	0.0
OAK-MOR-001513_S73_L001_R2_001										0.007837046499211783	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001514_S74_L001_R1_001										0.0073195320623666675	0.0	0.046662016897587505	0.0	0.0	0.0	0.0
OAK-MOR-001514_S74_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001515_S75_L001_R1_001										0.26886434040563445	0.0	0.9001110526623415	0.0	0.0	0.0	0.0
OAK-MOR-001515_S75_L001_R2_001										0.4032965106084517	0.0	0.7715237594248642	0.0	0.0	0.0	0.0
OAK-MOR-001516_S76_L001_R1_001										3.4251783616094342	0.0	0.027882839700820942	0.09214075454433722	0.0	0.0	0.0
OAK-MOR-001516_S76_L001_R2_001										3.2321782869032485	0.0	0.0	0.07351644711328792	0.0	0.0	0.0
OAK-MOR-001517_S77_L001_R1_001										0.0028122733454344147	0.013817360185299329	0.0452450813910782	0.0	0.0	0.0	0.0
OAK-MOR-001517_S77_L001_R2_001										0.013566596039267709	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001518_S78_L001_R1_001										2.6397992625972964	0.3328553871364195	0.6861941827120033	0.0	9.268742318721836	0.0	0.0
OAK-MOR-001518_S78_L001_R2_001										3.40024580090127	0.13058172879967228	0.924313805817288	2.1814829987709956	0.0	0.0	0.0
OAK-MOR-001519_S79_L001_R1_001										0.006609163990345661	0.049822928542605754	0.10371303492542423	0.0	0.0	0.0	0.0
OAK-MOR-001519_S79_L001_R2_001										0.0	0.0	0.08656425050979122	0.0	0.0	0.0	0.0
OAK-MOR-001520_S80_L001_R1_001										0.16653992080932933	0.0	0.05972081264125713	0.0	0.28303581717587245	0.0	0.0
OAK-MOR-001520_S80_L001_R2_001										0.13753644919190133	0.0	0.0	0.1491361244933008	0.0	0.0	0.0
OAK-MOR-001521_S1_L001_R1_001										0.004773047638916631	0.0	0.030002004047726603	0.0	0.0	0.0	0.0
OAK-MOR-001521_S1_L001_R2_001										0.0	0.0	0.023990096854349514	0.0	0.0	0.0	0.0
OAK-MOR-001522_S2_L001_R1_001										0.036378193555880546	0.0	0.0	0.24920494798122894	0.0	0.0	0.0
OAK-MOR-001522_S2_L001_R2_001										0.05559068746667209	0.0	0.05930135484580481	0.0	0.0	0.0	0.0
OAK-MOR-001523_S3_L001_R1_001										0.02973429496994861	0.0	0.0	0.2684747021558467	0.0	0.0	0.0
OAK-MOR-001523_S3_L001_R2_001										0.01951255049523856	0.0	0.0	0.2314860048768812	0.0	0.0	0.0
OAK-MOR-001524_S4_L001_R1_001										0.01873303772158878	0.0	0.04797157600440639	0.0	0.0	0.0	0.0
OAK-MOR-001524_S4_L001_R2_001										0.022705085926950287	0.0	0.03655383859050468	0.0	0.0	0.0	0.0
OAK-MOR-001525_S5_L001_R1_001										0.0022673464105111055	0.0	0.023442105896023028	0.0	0.0	0.0	0.0
OAK-MOR-001525_S5_L001_R2_001										0.0	0.0	0.02135976686303756	0.0	0.0	0.0	0.0
OAK-MOR-001526_S6_L001_R1_001										0.026027039443478985	0.0172152533790743	0.07336346440005509	0.0	0.7712433513825286	0.0	0.0
OAK-MOR-001526_S6_L001_R2_001										0.10003799796194433	0.016942107069221238	0.05665017051270853	0.14136070585881472	0.0	0.0	0.0
OAK-MOR-001527_S7_L001_R1_001										0.009513671049439024	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001527_S7_L001_R2_001										0.007476246185243842	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001528_S8_L001_R1_001										0.004928903050742665	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001528_S8_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001529_S9_L001_R1_001										0.006930388973502528	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001529_S9_L001_R2_001										0.004406332422432508	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001530_S10_L001_R1_001										0.013489116946825721	0.0	0.10791293557460577	0.0	0.0	0.0	0.0
OAK-MOR-001530_S10_L001_R2_001										0.0072671021801678755	0.0	0.030113982773508116	0.0	0.0	0.0	0.0
OAK-MOR-001531_S11_L001_R1_001										0.020861118178163704	0.026307728982463096	0.0	0.0	0.3269021279646936	0.0	0.0
OAK-MOR-001531_S11_L001_R2_001										0.03516581474536194	0.0	0.0	0.0	0.2795214015789191	0.0	0.0
OAK-MOR-001532_S12_L001_R1_001										0.022711988615469046	0.014828644283694528	0.0	0.0	0.282004393044296	0.0	0.0
OAK-MOR-001532_S12_L001_R2_001										0.04646883053135	0.0	0.0	0.2125008129460336	0.0	0.0	0.0
OAK-MOR-001533_S13_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001533_S13_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001534_S14_L001_R1_001										0.025188003606556313	0.01897726299124106	0.0	0.27499779280034775	0.0	0.0	0.0
OAK-MOR-001534_S14_L001_R2_001										0.03068153267020339	0.0	0.04378151291141383	0.0	0.0	0.0	0.0
OAK-MOR-001535_S15_L001_R1_001										0.0	0.0	0.06524327845173569	0.0	0.0	0.0	0.0
OAK-MOR-001535_S15_L001_R2_001										0.004760499209068043	0.0	0.045224742486146406	0.0	0.0	0.0	0.0
OAK-MOR-001536_S16_L001_R1_001										0.008208806310627342	0.02761143940847379	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001536_S16_L001_R2_001										0.010435904951271674	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001537_S17_L001_R1_001										0.011740605040450429	0.0	0.0	0.12543742755192766	0.0	0.0	0.0
OAK-MOR-001537_S17_L001_R2_001										0.004969198388527555	0.0	0.10574284330305303	0.0	0.0	0.0	0.0
OAK-MOR-001538_S18_L001_R1_001										0.6275995640525485	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001538_S18_L001_R2_001										0.4998009170616665	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001539_S19_L001_R1_001										0.011748296601451911	0.0	0.08361468543276288	0.0	0.0	0.0	0.0
OAK-MOR-001539_S19_L001_R2_001										0.002810412038410306	0.0	0.06557470552216528	0.0	0.0	0.0	0.0
OAK-MOR-001540_S20_L001_R1_001										0.016554930212426808	0.0	0.03464249912770543	0.0	0.0	0.0	0.0
OAK-MOR-001540_S20_L001_R2_001										0.01655407057483037	0.025298945443494446	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001541_S21_L001_R1_001										0.081616216237937	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001541_S21_L001_R2_001										0.07364447469854409	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001542_S22_L001_R1_001										0.002987390648346408	0.0	0.05050631659185018	0.0	0.0	0.0	0.0
OAK-MOR-001542_S22_L001_R2_001										0.011307977514278788	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001543_S23_L001_R1_001										0.04066195404430577	0.025028927150659738	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001543_S23_L001_R2_001										0.0503223296224868	0.022006845293539225	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001544_S24_L001_R1_001										0.002902712042245414	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001544_S24_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001545_S25_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001545_S25_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001546_S26_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001546_S26_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001547_S27_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001547_S27_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001548_S28_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001548_S28_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001549_S29_L001_R1_001										0.00614665024029053	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001549_S29_L001_R2_001										0.008295499993701546	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001550_S30_L001_R1_001										0.007194665413746286	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001550_S30_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001551_S31_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001551_S31_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001552_S18_L001_R1_001										0.02163140923471964	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001552_S18_L001_R2_001										0.013320073304933037	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001553_S20_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001553_S20_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001554_S1_L001_R1_001										0.12599787019623254	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001554_S1_L001_R2_001										0.07727255463467352	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001555_S49_L001_R1_001										0.03573514158960369	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001555_S49_L001_R2_001										0.028762431035534677	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001556_S50_L001_R1_001										0.14314878615645146	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001556_S50_L001_R2_001										0.11267537045957363	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001557_S2_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001557_S2_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001558_S19_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001558_S19_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001564_S51_L001_R1_001										0.008733759452791283	0.029258094166850795	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001564_S51_L001_R2_001										0.00479786213430469	0.026606326381144192	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001565_S3_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001565_S3_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001566_S21_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001566_S21_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001567_S22_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001567_S22_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001568_S52_L001_R1_001										0.0509954915892131	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001568_S52_L001_R2_001										0.04496020524730814	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001569_S23_L001_R1_001										0.0025051248371822862	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001569_S23_L001_R2_001										0.0025091601704285453	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001570_S24_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001570_S24_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001571_S53_L001_R1_001										0.07561986580904173	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001571_S53_L001_R2_001										0.042836468968380614	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001574_S25_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001574_S25_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001576_S26_L001_R1_001										0.024840284561423828	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001576_S26_L001_R2_001										0.008190152328652549	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001578_S54_L001_R1_001										0.0	0.051932810539275474	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001578_S54_L001_R2_001										0.008237384843985	0.0436581396731205	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001580_S55_L001_R1_001										0.11561636129699858	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001580_S55_L001_R2_001										0.08268029998915104	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001581_S56_L001_R1_001										0.02794535670880189	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001581_S56_L001_R2_001										0.01683615952626048	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001582_S57_L001_R1_001										0.05475284747255753	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001582_S57_L001_R2_001										0.040188905406433224	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001583_S27_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001583_S27_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001584_S58_L001_R1_001										0.09555922969159307	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001584_S58_L001_R2_001										0.11648446085911711	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001585_S28_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001585_S28_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001586_S59_L001_R1_001										0.04623431163852474	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001586_S59_L001_R2_001										0.03467573372889356	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001587_S60_L001_R1_001										0.014955310014779365	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001587_S60_L001_R2_001										0.030790344148075164	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001588_S61_L001_R1_001										0.0736657417769373	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001588_S61_L001_R2_001										0.05087069335857586	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001589_S62_L001_R1_001										0.05240473567693015	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001589_S62_L001_R2_001										0.02138968803140006	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001591_S63_L001_R1_001										0.017994858611825194	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001591_S63_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001592_S64_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001592_S64_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001596_S29_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001596_S29_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001597_S30_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001597_S30_L001_R2_001										0.0021538720809444528	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001598_S31_L001_R1_001										0.09905558400300966	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001598_S31_L001_R2_001										0.11088810774087336	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001599_S32_L001_R1_001										0.003913301426752585	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001599_S32_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001604_S33_L001_R1_001										0.0037636216613755854	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001604_S33_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001606_S34_L001_R1_001										0.006113274995260738	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001606_S34_L001_R2_001										0.005648487016539778	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001607_S35_L001_R1_001										0.0033065739961152846	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001607_S35_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001608_S65_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001608_S65_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001609_S66_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001609_S66_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001610_S36_L001_R1_001										0.006273759919130609	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001610_S36_L001_R2_001										0.006548209628569687	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001611_S37_L001_R1_001										0.005943205250453964	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001611_S37_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001612_S67_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001612_S67_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001613_S38_L001_R1_001										1.982655470375948	0.0029461222850859638	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001613_S38_L001_R2_001										1.4607510553383334	0.0030938321474447837	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001614_S39_L001_R1_001										0.26461082553872556	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001614_S39_L001_R2_001										0.22568036884701312	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001615_S68_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001615_S68_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001617_S69_L001_R1_001										0.40790899806541553	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001617_S69_L001_R2_001										0.38050218598774943	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001620_S40_L001_R1_001										0.002635161812964517	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001620_S40_L001_R2_001										0.013890279076531927	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001621_S70_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001621_S70_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001622_S41_L001_R1_001										1.0629084479547035	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001622_S41_L001_R2_001										0.7049521703441858	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001623_S71_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001623_S71_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001625_S42_L001_R1_001										0.15707426792240198	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001625_S42_L001_R2_001										0.12124625253136058	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001626_S72_L001_R1_001										0.0364994615801277	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001626_S72_L001_R2_001										0.05142202708508306	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001628_S162_L007_R1_001										1.4384606754479385	0.007374653492950612	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001628_S162_L007_R2_001										0.8825674079190113	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001628_S42_L001_R1_001										0.02706281472603733	0.0	0.12564878265660187	0.0	0.0	0.0	0.0
OAK-MOR-001628_S42_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001628_S80_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001628_S80_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001629_S73_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001629_S73_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001630_S74_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001630_S74_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001631_S163_L007_R1_001										0.2443425173709803	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001631_S163_L007_R2_001										0.11146830313972647	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001631_S43_L001_R1_001										0.0	0.11619688784005558	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001631_S43_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001632_S164_L007_R1_001										0.7535338196428778	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001632_S164_L007_R2_001										0.5008729730177796	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001632_S44_L001_R1_001										0.019246915089856136	0.0	0.10682037874870157	0.0	0.0	0.0	0.0
OAK-MOR-001632_S44_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001632_S81_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001632_S81_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001633_S165_L007_R1_001										0.1011165542628647	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001633_S165_L007_R2_001										0.06842120850899348	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001633_S45_L001_R1_001										0.01647220315717227	0.10706932052161977	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001633_S45_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
