Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
OAK-MOR-001274_S16_L001_R1_001										0.3027294579342196	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001274_S16_L001_R2_001										0.16971486766488422	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001274_bic_S10_L001_R1_001										8.024691358024691	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001274_bic_S10_L001_R2_001										10.493827160493826	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001275_S7_L001_R1_001										0.0451674508205891	0.08751193596489137	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001275_S7_L001_R2_001										0.0	0.06604648618366264	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001276_S17_L001_R1_001										0.2719061041170456	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001276_S17_L001_R2_001										0.1735151452616639	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001276_mac_S4_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001276_mac_S4_L001_R2_001										3.6101083032490973	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001277_S4_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001277_S4_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001277_bic_S11_L001_R1_001										7.4074074074074066	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001277_bic_S11_L001_R2_001										8.148148148148149	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001278_alb_S18_L001_R1_001										0.0971314493289808	0.04094789563098628	0.058328657085865356	0.0	0.0	2.256553097362266	0.0
OAK-MOR-001278_alb_S18_L001_R2_001										0.05407725363251656	0.0	0.0	0.0	0.0	2.3218084145927347	0.0
OAK-MOR-001279_S5_L001_R1_001										0.02579858499449423	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001279_S5_L001_R2_001										0.011807356780328987	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001279_alb_S19_L001_R1_001										10.36036036036036	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001279_alb_S19_L001_R2_001										9.90990990990991	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001280_S6_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001280_S6_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001280_mac_S5_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001280_mac_S5_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001281_S7_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001281_S7_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001281_alb_S20_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001281_alb_S20_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001282_mac_S6_L001_R1_001										0.12648912563763967	0.07727094874974158	0.11317462190618716	0.0	0.0	3.0455681012271882	0.0
OAK-MOR-001282_mac_S6_L001_R2_001										0.256571060877393	0.08394461000990074	0.23894930849329885	0.30922851687368086	0.0	2.031459562239598	0.0
OAK-MOR-001283_S8_L001_R1_001										0.032112360151089224	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001283_S8_L001_R2_001										0.01818593320383339	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001283_mac_S7_L001_R1_001										13.88888888888889	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001283_mac_S7_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001284_S9_L001_R1_001										0.004542226757824976	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001284_S9_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001284_alb_S21_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001284_alb_S21_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001285_S8_L001_R1_001										0.0	0.05531725991379999	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001285_S8_L001_R2_001										0.007317773900637471	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001286_mac_S8_L001_R1_001										0.060449294457193575	0.0	0.0	0.0	0.995237183943235	0.0	0.0
OAK-MOR-001286_mac_S8_L001_R2_001										0.014032299793825505	0.0	0.09241962967657488	0.0	0.9000026764315667	0.0	0.0
OAK-MOR-001287_alb_S22_L001_R1_001										0.08320306748814521	0.04932397413967891	0.0	0.0	2.308760567305778	0.0	0.0
OAK-MOR-001287_alb_S22_L001_R2_001										0.1405210520771064	0.1001586222251716	0.31542491476882395	0.0	1.5895821139218775	0.0	0.0
OAK-MOR-001288_S10_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001288_S10_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001288_alb_S23_L001_R1_001										13.636363636363635	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001288_alb_S23_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001289_S27_L001_R1_001										0.008474206516338638	0.0	0.07167766345069765	0.0	0.0	0.0	0.0
OAK-MOR-001289_S27_L001_R2_001										0.0	0.0	0.07705071233043939	0.0	0.0	0.0	0.0
OAK-MOR-001290_S23_L001_R1_001										0.007439283866671475	0.0	0.1295627335934541	0.0	0.0	0.0	0.0
OAK-MOR-001290_S23_L001_R2_001										0.0	0.0	0.1116323205745509	0.0	0.0	0.0	0.0
OAK-MOR-001291_bic_S12_L001_R1_001										0.07990639493428894	0.02259978846626354	0.05407806525855918	0.0	0.0	2.7830025225598813	0.0
OAK-MOR-001291_bic_S12_L001_R2_001										0.014545283478372032	0.09979680608771924	0.0	0.0	0.0	2.7809773939342977	0.0
OAK-MOR-001292_S11_L001_R1_001										0.062351600277475674	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001292_S11_L001_R2_001										0.02125766037046167	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001292_mac_S13_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001292_mac_S13_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001293_S30_L001_R1_001										0.008895808218015007	0.0	0.10934430934643445	0.0	0.0	0.0	0.0
OAK-MOR-001293_S30_L001_R2_001										0.015207908423448931	0.0	0.044140026887571286	0.0	0.0	0.0	0.0
OAK-MOR-001294_S12_L001_R1_001										0.016247953211629095	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001294_S12_L001_R2_001										0.003816644390598169	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001294_alb_S24_L001_R1_001										6.296296296296296	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001294_alb_S24_L001_R2_001										5.555555555555555	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001295_S28_L001_R1_001										0.0036349408149982136	0.0	0.05052567732847517	0.0	0.0	0.0	0.0
OAK-MOR-001295_S28_L001_R2_001										0.0	0.0	0.04474336726380998	0.0	0.0	0.0	0.0
OAK-MOR-001296_S14_L001_R1_001										0.0	0.04281063516588648	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001296_S14_L001_R2_001										0.007395583675045551	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001297_mue_S14_L001_R1_001										10.526315789473683	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001297_mue_S14_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001298_mac_S25_L001_R1_001										0.003723662095145181	0.0	0.1597789553553205	0.0	0.0	0.0	0.0
OAK-MOR-001298_mac_S25_L001_R2_001										0.0	0.0	0.1673664660387479	0.0	0.0	0.0	0.0
OAK-MOR-001299_S29_L001_R1_001										0.0	0.0254043004125497	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001299_S29_L001_R2_001										0.0	0.022829399875305592	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001300_alb_S33_L001_R1_001										0.04682631543391866	0.05039677367520645	0.0	0.0	0.0	1.5899535982044621	0.0
OAK-MOR-001300_alb_S33_L001_R2_001										0.0315574736987119	0.029467710140150826	0.0	0.0	0.0	1.599786474187662	0.0
OAK-MOR-001301_alb_S34_L001_R1_001										0.007117427852063928	0.0	0.0	0.36915725792704907	0.0	0.0	0.0
OAK-MOR-001301_alb_S34_L001_R2_001										0.0	0.0	0.0	0.38031417529187544	0.0	0.0	0.0
OAK-MOR-001302_S16_L001_R1_001										0.021995182100106297	0.0	0.046281529002307004	0.0	0.0	0.0	0.0
OAK-MOR-001302_S16_L001_R2_001										0.015580887446881445	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001303_mac_S26_L001_R1_001										0.016523173498624373	0.0	0.0	0.3489305462356559	0.0	0.0	0.0
OAK-MOR-001303_mac_S26_L001_R2_001										0.0	0.0	0.0	0.37179207955325433	0.0	0.0	0.0
OAK-MOR-001304_S24_L001_R1_001										0.016546724956490816	0.0	0.0	0.2395103843764126	0.0	0.0	0.0
OAK-MOR-001304_S24_L001_R2_001										0.029895006037576357	0.01861450333630318	0.09693590416640901	0.0	0.0	0.0	0.0
OAK-MOR-001305_S184_L007_R1_001										0.18566119997130034	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001305_S184_L007_R2_001										0.09054435185688525	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001305_S64_L001_R1_001										0.02728326853557056	0.10401746129186276	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001305_S64_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001305_mac_S27_L001_R1_001										0.029137509214369462	0.016693919251002186	0.0	0.0	0.7926919076604908	0.0	0.0
OAK-MOR-001305_mac_S27_L001_R2_001										0.023090652436611937	0.0	0.0	0.0	0.7941926687388732	0.0	0.0
OAK-MOR-001306_mac_S28_L001_R1_001										0.03879446132086081	0.04218393094042176	0.0	0.0	1.089618895423347	0.0	0.0
OAK-MOR-001306_mac_S28_L001_R2_001										0.02176687527571126	0.015396082512088453	0.0	0.0	1.1201977276036772	0.0	0.0
OAK-MOR-001307_S25_L001_R1_001										0.0	0.024837333904454487	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001307_S25_L001_R2_001										0.013841739995675527	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001308_S13_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001308_S13_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001308_mue_S15_L001_R1_001										32.87671232876712	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001308_mue_S15_L001_R2_001										21.91780821917808	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001309_S185_L007_R1_001										0.019592312962487875	0.008768283611232263	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001309_S185_L007_R2_001										0.009562481793847395	0.009808488102520775	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001309_S65_L001_R1_001										0.12378461477029969	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001309_S65_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001309_mac_S29_L001_R1_001										0.024068699086960126	0.0	0.0	0.0	0.3427345043970989	0.0	0.0
OAK-MOR-001309_mac_S29_L001_R2_001										0.035771861674843995	0.023407130134091403	0.0	0.24727532346783737	0.0	0.0	0.0
OAK-MOR-001310_mac_S30_L001_R1_001										0.031054597386014574	0.0	0.0	0.0	0.39967820007583077	0.0	0.0
OAK-MOR-001310_mac_S30_L001_R2_001										0.019177641950388753	0.013581760142441574	0.046027076038274224	0.0	0.2738988295392384	0.0	0.0
OAK-MOR-001311_alb_S35_L001_R1_001										0.036552784683141375	0.0	0.0	0.0	0.6239657511426929	0.0	0.0
OAK-MOR-001311_alb_S35_L001_R2_001										0.024880390116710747	0.0	0.0	0.0	0.6297347931796431	0.0	0.0
OAK-MOR-001312_alb_S36_L001_R1_001										0.018229545802484117	0.0	0.0	0.0	0.49815024141890263	0.0	0.0
OAK-MOR-001312_alb_S36_L001_R2_001										0.018614989265206976	0.0	0.0	0.0	0.5033493097311966	0.0	0.0
OAK-MOR-001313_mac_S31_L001_R1_001										0.1274018035108705	0.0	0.0	0.0	1.6471233168191113	0.0	0.0
OAK-MOR-001313_mac_S31_L001_R2_001										0.21647736354637287	0.046583736459346055	0.1963824184070471	0.0	0.9992668173828348	0.0	0.0
OAK-MOR-001314_bic_S16_L001_R1_001										0.0	0.0	8.5	0.0	0.0	0.0	0.0
OAK-MOR-001314_bic_S16_L001_R2_001										0.7727272727272727	0.0	7.545454545454546	0.0	0.0	0.0	0.0
OAK-MOR-001315_S21_L001_R1_001										0.02119029892561409	0.0	0.0	0.0	0.17301929070525943	0.0	0.0
OAK-MOR-001315_S21_L001_R2_001										0.014651648835183748	0.0	0.0	0.0	0.16014808737005265	0.0	0.0
OAK-MOR-001316_S14_L001_R1_001										0.03670318433504738	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001316_S14_L001_R2_001										0.033792055394506006	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001316_alb_S37_L001_R1_001										0.0	21.75438596491228	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001316_alb_S37_L001_R2_001										15.789473684210526	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001317_mac_S32_L001_R1_001										0.0033545430560260846	0.0	0.0	0.15532232788463612	0.0	0.0	0.0
OAK-MOR-001317_mac_S32_L001_R2_001										0.0	0.01446907141624363	0.0	0.13774555988263934	0.0	0.0	0.0
OAK-MOR-001318_mac_S43_L001_R1_001										0.028897390680898725	0.021159455213965495	0.0	0.0	1.0842617808125956	0.0	0.0
OAK-MOR-001318_mac_S43_L001_R2_001										0.03371883775013298	0.0	0.0	0.0	1.088753774584533	0.0	0.0
OAK-MOR-001319_S33_L001_R1_001										0.0	0.0	0.05387043956288992	0.0	0.0	0.0	0.0
OAK-MOR-001319_S33_L001_R2_001										0.0	0.047587449697347975	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001319_alb_S38_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001319_alb_S38_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001320_mac_S44_L001_R1_001										0.04618830275765156	0.0	0.02205671043026843	0.0	0.0	1.0263602058412613	0.0
OAK-MOR-001320_mac_S44_L001_R2_001										0.005395734597721071	0.03417302607260101	0.0	0.0	0.0	1.0387515068100148	0.0
OAK-MOR-001321_mac_S45_L001_R1_001										0.08084635837472312	0.05419371275668253	0.0	0.0	2.9699931433703233	0.0	0.0
OAK-MOR-001321_mac_S45_L001_R2_001										0.24046037854883973	0.21721885497162843	0.24939942607853635	0.0	2.0953127409608934	0.0	0.0
OAK-MOR-001322_mac_S46_L001_R1_001										0.04419627840543497	0.026475207571476284	0.0	0.0	1.0676350558879593	0.0	0.0
OAK-MOR-001322_mac_S46_L001_R2_001										0.07464522404607549	0.04077873873283629	0.1529946840049478	0.0	0.7280641966461135	0.0	0.0
OAK-MOR-001323_mac_S47_L001_R1_001										0.08583367032106153	0.05342708050596687	0.0	0.0	3.403567784363725	0.0	0.0
OAK-MOR-001323_mac_S47_L001_R2_001										0.2599948792889267	0.18860645480620444	0.5693447187140563	0.0	2.1381273801862237	0.0	0.0
OAK-MOR-001324_S13_L001_R1_001										0.0	0.06055304994570451	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001324_S13_L001_R2_001										0.0	0.026615792001364397	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001325_alb_S39_L001_R1_001										0.02463991727909472	0.01996705873799419	0.0	0.0	0.8967348701081318	0.0	0.0
OAK-MOR-001325_alb_S39_L001_R2_001										0.0824174867117556	0.0748903763085092	0.09949721423844791	0.0	0.5516924388060177	0.0	0.0
OAK-MOR-001326_alb_S40_L001_R1_001										0.03602633144986631	0.020120483251510092	0.0	0.0	0.9443213472708736	0.0	0.0
OAK-MOR-001326_alb_S40_L001_R2_001										0.02348418223918286	0.0	0.07733266468425799	0.0	0.8643536375646752	0.0	0.0
OAK-MOR-001327_S34_L001_R1_001										0.0	0.0	0.18058124367792475	0.0	0.0	0.0	0.0
OAK-MOR-001327_S34_L001_R2_001										0.0	0.0	0.16465296976055163	0.0	0.0	0.0	0.0
OAK-MOR-001328_S22_L001_R1_001										0.01430108278973785	0.0	0.0	0.27216748184219847	0.0	0.0	0.0
OAK-MOR-001328_S22_L001_R2_001										0.04024104391515994	0.0	0.10552095959975273	0.0	0.0	0.0	0.0
OAK-MOR-001329_alb_S48_L001_R1_001										0.01639228000731374	0.0157387354433359	0.0	0.0	0.7590714700703969	0.0	0.0
OAK-MOR-001329_alb_S48_L001_R2_001										0.02203976786763953	0.0	0.06945006443088989	0.0	0.6751372434452679	0.0	0.0
OAK-MOR-001330_S35_L001_R1_001										0.05686412501809393	0.0	0.0	0.7188643864227695	0.0	0.0	0.0
OAK-MOR-001330_S35_L001_R2_001										0.027403249682731372	0.0	0.0	0.6439763675441873	0.0	0.0	0.0
OAK-MOR-001331_S9_L001_R1_001										0.02748971264554697	0.023851368324812813	0.0	0.2643863539733488	0.0	0.0	0.0
OAK-MOR-001331_S9_L001_R2_001										0.056995413401150656	0.0	0.0630587552523369	0.0	0.0	0.0	0.0
OAK-MOR-001332_S36_L001_R1_001										0.039272681268118524	0.0	0.38399955017715887	0.0	0.0	0.0	0.0
OAK-MOR-001332_S36_L001_R2_001										0.0246044731781222	0.0	0.3611585170074365	0.0	0.0	0.0	0.0
OAK-MOR-001333_S37_L001_R1_001										0.02073045844114414	0.0	0.29116871174152453	0.0	0.0	0.0	0.0
OAK-MOR-001333_S37_L001_R2_001										0.028432742445048308	0.0	0.1298428571657206	0.0	0.0	0.0	0.0
OAK-MOR-001334_S38_L001_R1_001										0.0	0.08402783603996453	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001334_S38_L001_R2_001										0.04698821756615561	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001335_S39_L001_R1_001										0.06445490341852712	0.0	0.0	0.7045279026441784	0.0	0.0	0.0
OAK-MOR-001335_S39_L001_R2_001										0.10743367777440599	0.05055702483501459	0.26993840045838147	0.0	0.0	0.0	0.0
OAK-MOR-001336_S40_L001_R1_001										0.0	0.0	0.17301222833342234	0.0	0.0	0.0	0.0
OAK-MOR-001336_S40_L001_R2_001										0.023495487798365994	0.0	0.1132055321193998	0.0	0.0	0.0	0.0
OAK-MOR-001337_S41_L001_R1_001										0.0	0.0	0.08864470270914275	0.0	0.0	0.0	0.0
OAK-MOR-001337_S41_L001_R2_001										0.0047925699711326986	0.0	0.07620186254100991	0.0	0.0	0.0	0.0
OAK-MOR-001338_S42_L001_R1_001										0.016963231522210555	0.0	0.0	0.0	0.14487250440526378	0.0	0.0
OAK-MOR-001338_S42_L001_R2_001										0.0033958668387243374	0.0	0.0	0.0	0.1336285774139843	0.0	0.0
OAK-MOR-001339_S43_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001339_S43_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001340_S44_L001_R1_001										0.02075493338531915	0.0	0.0	0.27415818983398316	0.0	0.0	0.0
OAK-MOR-001340_S44_L001_R2_001										0.009171071538565705	0.0	0.0	0.24954968344412992	0.0	0.0	0.0
OAK-MOR-001341_S45_L001_R1_001										0.0	0.0	0.1150778824028713	0.0	0.0	0.0	0.0
OAK-MOR-001341_S45_L001_R2_001										0.03321968234168771	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001342_S46_L001_R1_001										0.009627949792889676	0.0	0.19737297075423837	0.0	0.0	0.0	0.0
OAK-MOR-001342_S46_L001_R2_001										0.022217794513569804	0.07921126739620538	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001343_S47_L001_R1_001										0.011213570537702375	0.0	0.3906060403966327	0.0	0.0	0.0	0.0
OAK-MOR-001343_S47_L001_R2_001										0.06669172063491137	0.0	0.1437159613681893	0.0	0.0	0.0	0.0
OAK-MOR-001344_S48_L001_R1_001										0.0	0.0	0.22860028500111865	0.0	0.0	0.0	0.0
OAK-MOR-001344_S48_L001_R2_001										0.03817180018100149	0.0	0.15357491700728507	0.0	0.0	0.0	0.0
OAK-MOR-001345_S49_L001_R1_001										0.0	0.0	0.09862388918991896	0.0	0.0	0.0	0.0
OAK-MOR-001345_S49_L001_R2_001										0.0	0.0	0.08273659910561032	0.0	0.0	0.0	0.0
OAK-MOR-001346_S50_L001_R1_001										0.0	0.0	0.31107227192469533	0.0	0.0	0.0	0.0
OAK-MOR-001346_S50_L001_R2_001										0.0	0.0	0.2435462444913804	0.0	0.0	0.0	0.0
OAK-MOR-001347_S51_L001_R1_001										0.006123897930412012	0.0	0.0	0.23719897983795862	0.0	0.0	0.0
OAK-MOR-001347_S51_L001_R2_001										0.0	0.0	0.19265816002864472	0.0	0.0	0.0	0.0
OAK-MOR-001348_S52_L001_R1_001										0.0	0.0	0.36936291998582577	0.0	0.0	0.0	0.0
OAK-MOR-001348_S52_L001_R2_001										0.017841303861591586	0.0	0.3117533095814951	0.0	0.0	0.0	0.0
OAK-MOR-001349_S53_L001_R1_001										0.0	0.0	0.2560036895733343	0.0	0.0	0.0	0.0
OAK-MOR-001349_S53_L001_R2_001										0.017213636436061497	0.0	0.1128449499697365	0.0	0.0	0.0	0.0
OAK-MOR-001350_S54_L001_R1_001										0.0	0.0	0.2458579074224553	0.0	0.0	0.0	0.0
OAK-MOR-001350_S54_L001_R2_001										0.03478942111705454	0.0	0.09590597172809631	0.0	0.0	0.0	0.0
OAK-MOR-001351_S55_L001_R1_001										0.026454606998910564	0.0	0.0	0.5128780260111371	0.0	0.0	0.0
OAK-MOR-001351_S55_L001_R2_001										0.09496602940307394	0.0	0.15885226736514188	0.0	0.0	0.0	0.0
OAK-MOR-001352_S56_L001_R1_001										0.008917314457443277	0.0	0.3549091154062424	0.0	0.0	0.0	0.0
OAK-MOR-001352_S56_L001_R2_001										0.00899523854226377	0.053971431253582614	0.21408667730587772	0.0	0.0	0.0	0.0
OAK-MOR-001353_S57_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001353_S57_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001354_S58_L001_R1_001										0.01926840893648524	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001354_S58_L001_R2_001										0.01926840893648524	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001355_S59_L001_R1_001										0.028222671499547977	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001355_S59_L001_R2_001										0.02826612165706935	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001356_S60_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001356_S60_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001357_S61_L001_R1_001										0.016544107041859345	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001357_S61_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001358_S62_L001_R1_001										0.0	0.0	0.027685400248972803	0.0	0.0	0.0	0.0
OAK-MOR-001358_S62_L001_R2_001										0.01018915228100439	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001359_S63_L001_R1_001										0.028155948619977632	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001359_S63_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001360_S64_L001_R1_001										0.022114108801415303	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001360_S64_L001_R2_001										0.017088174982911826	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001361_S65_L001_R1_001										0.009539839873955664	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001361_S65_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001362_S66_L001_R1_001										0.010229338927168291	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001362_S66_L001_R2_001										0.010275215823247625	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001363_S67_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001363_S67_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001364_S68_L001_R1_001										0.002392831954088137	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001364_S68_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001365_S69_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001365_S69_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001366_S70_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001366_S70_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001367_S71_L001_R1_001										0.005619887936528521	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001367_S71_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001368_S72_L001_R1_001										0.02132218148545427	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001368_S72_L001_R2_001										0.016857980199328177	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001369_S73_L001_R1_001										0.020443726209830513	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001369_S73_L001_R2_001										0.015576172350347056	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001370_S74_L001_R1_001										0.01123526648009315	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001370_S74_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001371_S75_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001371_S75_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001372_S76_L001_R1_001										0.0	0.02384520278523779	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001372_S76_L001_R2_001										0.023378383329058585	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001373_S77_L001_R1_001										0.008505563893218916	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001373_S77_L001_R2_001										0.003926770837638865	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001374_S78_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001374_S78_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001375_S79_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001375_S79_L001_R2_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
OAK-MOR-001376_S80_L001_R1_001										0.0	0.0	0.0	0.0	0.0	0.0	0.0
